candidate_index,candidate_id,beta_flex,beta_extend,included,inclusion_reason,finite,duration_s,sample_count,hip_min_deg,hip_max_deg,hip_rom_deg,knee_min_deg,knee_max_deg,knee_rom_deg,hip_min_error_deg,hip_max_error_deg,hip_rom_error_deg,knee_min_error_deg,knee_max_error_deg,knee_rom_error_deg,hip_q_max_abs_error_rad,hip_dq_max_abs_error_rad_s,hip_ddq_max_abs_error_rad_s2,max_knee_displacement_deg,rms_knee_displacement_deg,max_knee_displacement_fraction_of_rom,rms_knee_displacement_fraction_of_rom,joint_space_path_length_deg,signed_qspace_area_deg2,flex_coordination_slope,extension_coordination_slope,flex_knee_midpoint_time_s,extension_knee_midpoint_time_s,peak_abs_knee_dq_deg_s,rms_knee_dq_deg_s,peak_abs_knee_ddq_deg_s2,rms_knee_ddq_deg_s2,peak_abs_knee_jerk_deg_s3,rms_knee_jerk_deg_s3,peak_dq_ratio,rms_dq_ratio,peak_ddq_ratio,rms_ddq_ratio,peak_jerk_ratio,minimum_warp_derivative,warped_phase_min,warped_phase_max,q_closure_error_rad,dq_closure_error_rad_s,ddq_closure_error_rad_s2,branch_anchor_q_max_error_rad,branch_anchor_dq_max_error_rad_s,branch_anchor_ddq_max_error_rad_s2,kinematic_gate_pass,exclusion_reason
184,MYOLEG_V3_K0184,-0.0125,-0.0075,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.32089742206264,119.49999409291286,101.17909667085021,0.0,0.0,0.0,4.155751298640098e-10,5.907087142986711e-06,5.9075027252220025e-06,0.0,0.0,0.0,1.1777247814558365,0.42769274520946565,0.011640000271239886,0.004227085774735559,267.43116327897104,780.1874862120537,1.2087210913134974,1.2210773497890821,4.605831203049449,19.154345201844986,28.297172258414612,11.688981565519045,16.86687724164785,6.071021579009526,146.64828316784107,23.513986972419307,0.9995560533784573,0.9963203730732867,0.9650504422519711,0.9884206344681716,0.9412138410897228,0.9570690037309799,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
185,MYOLEG_V3_K0185,-0.0125,-0.005,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897421924116,119.49999606801782,101.1790986460937,0.0,0.0,0.0,2.7705127081389946e-10,3.9319821780736675e-06,3.932259232897195e-06,0.0,0.0,0.0,1.077489587805431,0.3693660504813548,0.010649329360981678,0.003650615997461712,267.33332912842275,766.8879398627388,1.2087210913134974,1.2215236481158758,4.605831203049449,19.141194018409518,28.31757034209829,11.686650302204246,16.87446243162595,6.067977695286417,116.06324038737841,22.934527988211364,1.0002765857283735,0.996121665844388,0.9654844343204529,0.987925060956912,0.7449137892006357,0.9570690037309799,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
186,MYOLEG_V3_K0186,-0.0125,-0.0025,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897421785588,119.49999803704607,101.17910061526048,0.0,0.0,0.0,1.3852385905011033e-10,1.962953930956246e-06,1.96309245836801e-06,0.0,0.0,0.0,1.077489587805431,0.32944958844847533,0.010649329360981678,0.0032561030890084254,267.23738974458115,753.5722752420871,1.2087210913134974,1.2219672498733678,4.605831203049449,19.127861080233778,28.315198396421966,11.684721780994357,16.945534181989466,6.089869960131963,128.11485656355535,23.87357256023294,1.0001928002307485,0.9959572866843606,0.9695508553382437,0.9914893319823018,0.8222631294553465,0.9570690037309799,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
187,MYOLEG_V3_K0187,-0.0125,0.0,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897421647064,119.5,101.17910257835294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.077489587805431,0.3150229959707699,0.010649329360981678,0.0031135183841625455,267.1433534746958,740.2413282410785,1.2087210913134974,1.2224081452046176,4.605831203049449,19.114337507314264,28.290056421386033,11.68319606310505,17.826758226796514,6.136562605679211,171.58937243907474,26.176917607617685,0.999304696885596,0.9958272408109747,1.0199707191921308,0.9990913432313441,1.1012900310514706,0.9570690037309799,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
188,MYOLEG_V3_K0188,-0.0125,0.0025,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897421508548,119.5000019568824,101.17910453537385,0.0,0.0,0.0,1.3851675362275273e-10,1.956882400122595e-06,1.957020913323504e-06,0.0,0.0,0.0,1.077489587805431,0.3294465873526566,0.010649329360981678,0.0032560734277864707,267.05122529942076,726.8959332366937,1.2087210913134974,1.2228463250170662,4.605831203049449,19.100944809839206,28.314630669960493,11.682080690723806,17.865212079480465,6.111109194731974,141.23249587058237,23.903653458836644,1.0001727461272485,0.9957321710890518,1.0221708838703505,0.9949472834103688,0.906454389056154,0.9570690037309799,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
189,MYOLEG_V3_K0189,-0.0125,0.005,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.32089742137003,119.50000390769671,101.17910648632667,0.0,0.0,0.0,2.7703350724550546e-10,3.9076967084383796e-06,3.907973734840198e-06,0.0,0.0,0.0,1.077489587805431,0.3693447212728413,0.010649329360981678,0.003650405191000991,266.9610125567914,713.5369185500266,1.2087210913134974,1.2232817832756753,4.605831203049449,19.087458454164246,28.371180414327203,11.681372507668247,17.89797162406506,6.110186847771252,110.64710342409822,22.97276711032574,1.0021702827992014,0.9956718084986785,1.0240452446388792,0.9947971164646164,0.7101520929505504,0.9570690037309799,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
190,MYOLEG_V3_K0190,-0.0125,0.0075,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.32089742123152,119.50000585244669,101.17910843121517,0.0,0.0,0.0,4.155431554409006e-10,5.852446690823854e-06,5.852862230426581e-06,0.0,0.0,0.0,1.1762909835079256,0.42763081803122355,0.011625829381091888,0.004226473719709729,266.87271888869293,700.1651109881799,1.2087210913134974,1.2237145147097868,4.605831203049449,19.073795922178714,28.418255555050578,11.681064505572504,17.924953109095192,6.134007961753846,135.34652626527935,23.557729235273293,1.003833143011663,0.9956455556757771,1.0255890095983258,0.9986754226590502,0.8686772263027105,0.9570690037309799,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
191,MYOLEG_V3_K0191,-0.0125,0.01,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897421093008,119.50000779113599,101.17911037004298,0.0,0.0,0.0,5.540563563499745e-10,7.791135985257824e-06,7.79169003806146e-06,0.0,0.0,0.0,1.568271000147206,0.4978709188886219,0.0154999496949752,0.004920689215473832,266.7863402655013,686.78133715589,1.2087210913134974,1.2241445140582863,4.605831203049449,19.059951729088283,28.418600416398924,11.681156472483085,17.94607278312255,6.172515235622586,168.8268843037757,25.001857459787225,1.003845324732337,0.9956533945543096,1.0267973868496876,1.0049447767658741,1.083559908252735,0.9570690037309799,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
192,MYOLEG_V3_K0192,-0.0125,0.0125,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897420954502,119.5000097237683,101.17911230281379,0.0,0.0,0.0,6.925624518316909e-10,9.723768300773372e-06,9.724460852567063e-06,0.0,0.0,0.0,1.9596407771927744,0.5756871606363843,0.019368038727910555,0.005689783225647539,266.70187121163644,673.3864187872812,1.2087210913134974,1.224571777995766,4.605831203049449,19.046343441477777,28.514885086683094,11.681656464830173,18.42832285967733,6.171133961317553,138.34003903761916,23.83831232264806,1.0072464393084224,0.9956960118310152,1.0543896698187056,1.004719892039772,0.8878901048577249,0.9570690037309799,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
193,MYOLEG_V3_K0193,-0.0125,0.015,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897420815992,119.50001165034739,101.1791142295314,0.0,0.0,0.0,8.31072100027086e-10,1.1650347389036142e-05,1.1651178454030742e-05,0.0,0.0,0.0,2.3500058180757577,0.6583790129197128,0.02322619748733111,0.006507065156165673,266.6193128796683,659.9811488861677,1.2087210913134974,1.2249963042923815,4.605831203049449,19.032584811943096,28.616864610630216,11.682557864026117,19.1336424547948,6.180332000079836,107.57446725364329,23.151754942965713,1.0108487162268054,0.9957728433648967,1.0947450348009313,1.006217421111438,0.6904313868516242,0.9484828044771758,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
194,MYOLEG_V3_K0194,-0.0125,0.0175,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897420677493,119.50001357087694,101.17911615019945,0.0,0.0,0.0,9.695710900814447e-10,1.357087694486836e-05,1.3571846508853014e-05,0.0,0.0,0.0,2.7389654979544247,0.7443028989619027,0.027070466412106926,0.00735629077541497,266.5386645919838,646.5663160453973,1.2087210913134974,1.2254180902470617,4.605831203049449,19.0186575345024,28.670776504568437,11.683852794908265,19.18761383075747,6.210852826015799,146.80403839323492,23.791052289482785,1.0127530747062652,0.9958832179097084,1.0978330456695415,1.0111865047728141,0.942213504848452,0.9398966052233718,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
195,MYOLEG_V3_K0195,-0.0125,0.02,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897420538994,119.50001548536063,101.17911806482164,0.0,0.0,0.0,1.1080700801358034e-09,1.5485360634670542e-05,1.548646869764525e-05,0.0,0.0,0.0,3.126133388416065,0.8324378007892614,0.030897026251000714,0.008227368889189573,266.4599196007668,633.1427142390302,1.2087210913134974,1.2258371351157586,4.605831203049449,19.004662112121984,28.69770847157522,11.685545820721254,19.236135979165837,6.2445098005503805,169.39979209628154,24.68161020301446,1.0137044068890424,0.9960275244175221,1.1006092750870942,1.0166661835535271,1.0872369287559855,0.9313104059695678,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
196,MYOLEG_V3_K0196,-0.0125,0.0225,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897420400495,119.5000173938022,101.1791199734017,0.0,0.0,0.0,1.2465690701901622e-09,1.739380219589748e-05,1.739504875786224e-05,0.0,0.0,0.0,3.513433459370134,0.9221292117298011,0.03472489249100956,0.009113830704474827,266.38307177958086,619.7111113108448,1.2087210913134974,1.2262534430195817,4.605831203049449,18.99084984815852,28.856772910770637,11.687640417519173,19.279124433876387,6.251625015581112,138.62039526569848,23.846253646685863,1.0193231246048293,0.9962060591727908,1.1030688902627892,1.0178246089130036,0.8896894792288653,0.9227242067157637,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
197,MYOLEG_V3_K0197,-0.0125,0.025,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.32089742026201,119.50001929620531,101.1791218759433,0.0,0.0,0.0,1.3850538493898057e-09,1.929620530916054e-05,1.9297590355904504e-05,0.0,0.0,0.0,3.902294083841028,1.0129428260901334,0.038568182405246156,0.010011383776661905,266.3081224438618,606.2722999092451,1.2087210913134974,1.226667019193628,4.605831203049449,18.976893658031347,28.968470969733104,11.690121860369338,19.316494728764795,6.275751793818267,129.22125481815627,23.68825751038515,1.0232686945001872,0.9964175670832429,1.1052070584069253,1.0217526801844505,0.8293641832726357,0.9141380074619597,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
198,MYOLEG_V3_K0198,-0.0125,0.0275,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897420123522,119.50002119257371,101.1791237724502,0.0,0.0,0.0,1.523542181303128e-09,2.119257371191452e-05,2.1194097257648536e-05,0.0,0.0,0.0,4.289672147017967,1.10458089311363,0.04239681947856823,0.010917085296919335,266.23507077073,592.8270300506379,1.2087210913134974,1.2270778628092935,4.605831203049449,18.962778984041407,29.032417606193224,11.69298712604413,19.741422595163087,6.314788275167465,155.56153811782542,24.421875491237785,1.0255275155224148,0.9966617904614784,1.1295196101328782,1.0281081943529364,0.9984206405616615,0.9055518082081557,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
199,MYOLEG_V3_K0199,-0.0125,0.03,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.32089741998503,119.50002308291111,101.17912566292608,0.0,0.0,0.0,1.6620340659301291e-09,2.3082911113192495e-05,2.308457314370571e-05,0.0,0.0,0.0,4.675211981898585,1.1968330027995457,0.04620728848902478,0.011828855685616703,266.16391167131053,579.3760503500786,1.2087210913134974,1.227485975564794,4.605831203049449,18.948749014913556,29.1233380058049,11.696255661545889,20.709464944166353,6.346272936478106,174.05830523484076,24.794640943853484,1.0287391451148529,0.9969403868894274,1.1849068453418639,1.0332341996724161,1.11713606531725,0.8969656089543517,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
200,MYOLEG_V3_K0200,-0.01,-0.03,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897423309514,119.49997604310423,101.17907861979471,0.0,0.0,0.0,1.6624497334305488e-09,2.395689577383564e-05,2.3958558230674498e-05,0.0,0.0,0.0,4.704586410061594,1.1829276970579812,0.04649760958710194,0.011691423099369,268.4250631549018,891.6736877739919,1.208700914799886,1.2169413400568079,4.598433868962909,19.268770856157552,28.826181129143148,11.737916747230573,15.562447731862543,6.110132319899986,133.79963387771448,24.187917224495685,1.018242514845305,1.0004914052736504,0.8904165751010031,0.994788238803351,0.8587490055666653,0.8969656089543516,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
201,MYOLEG_V3_K0201,-0.01,-0.0275,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897423170962,119.49997807301177,101.17908064984081,0.0,0.0,0.0,1.523897452671008e-09,2.1926988225118293e-05,2.1928512126123678e-05,0.0,0.0,0.0,4.314234173596276,1.0891792372173688,0.04263957737968015,0.010764863588050804,268.31075235934094,878.5565100841552,1.208700914799886,1.217411322068233,4.598433868962909,19.256576662939548,28.745057055992522,11.731948661937164,16.045520479803653,6.1007236368425115,162.80055942219457,24.215876507789527,1.0153769260984182,0.9999827104029525,0.9180559278016515,0.9932564148168687,1.0448819212560798,0.9055518082081557,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
202,MYOLEG_V3_K0202,-0.01,-0.025,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897423032413,119.49998009682022,101.1790826737878,0.0,0.0,0.0,1.3853487246251461e-09,1.9903179776292745e-05,1.990456513567551e-05,0.0,0.0,0.0,3.9223937054616584,0.9958279523478478,0.038766836288394266,0.009842229541190881,268.19822521250626,865.4157626417418,1.208700914799886,1.217878737732475,4.598433868962909,19.244230170288734,28.63648689763539,11.726406058209978,16.09718079722128,6.081301376519731,133.02105938186398,23.40261744060086,1.0115418446983726,0.9995102818186217,0.9210117098030558,0.9900942842559391,0.8537519808761325,0.9141380074619597,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
203,MYOLEG_V3_K0203,-0.01,-0.0225,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.32089742289386,119.49998211453203,101.17908469163817,0.0,0.0,0.0,1.2467964438656054e-09,1.788546796888113e-05,1.7886714772430423e-05,0.0,0.0,0.0,3.529714758737285,0.9030217842076395,0.03488580812429997,0.008924983135804558,268.08749601966866,852.2522529487348,1.208700914799886,1.2183435693584845,4.598433868962909,19.23169443870321,28.582100930702534,11.721256791607345,16.542566855703566,6.082486185909974,160.99737786428645,23.900323212199957,1.0096207402865913,0.9990713796615919,0.9464947916179798,0.9902871826065688,1.0333087926545101,0.9227242067157637,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
204,MYOLEG_V3_K0204,-0.01,-0.02,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897422755316,119.49998412614971,101.1790867033944,0.0,0.0,0.0,1.1082512685334223e-09,1.5873850287562163e-05,1.5874958535277983e-05,0.0,0.0,0.0,3.136880825625255,0.8109727248174062,0.031003248157850178,0.008015219587358863,267.9785745563282,839.066835260595,1.208700914799886,1.218805799233494,4.598433868962909,19.21896131637431,28.53578196455092,11.716479351054298,16.09720206792273,6.091350613326534,145.30335060383544,24.51671317159723,1.0079845908303746,0.9986641704169312,0.9210129268214491,0.9917303965463062,0.932581833150526,0.9313104059695678,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
205,MYOLEG_V3_K0205,-0.01,-0.0175,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897422616778,119.49998613167573,101.17908870905895,0.0,0.0,0.0,9.697131986285967e-10,1.386832427385798e-05,1.3869293994162035e-05,0.0,0.0,0.0,2.7445528219890605,0.719995624378651,0.027125688527071912,0.007116050706430089,267.87146919209613,825.8603681755972,1.208700914799886,1.2192654079966614,4.598433868962909,19.20628859453298,28.465887304463088,11.712113290707931,16.087660631715263,6.078944504781429,154.01699293376635,23.762720883135646,1.0055156646086443,0.9982920255171578,0.9204670067261158,0.9897105628956022,0.9885074845804146,0.9398966052233718,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
206,MYOLEG_V3_K0206,-0.01,-0.015,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897422478232,119.49998813111254,101.1790907086343,0.0,0.0,0.0,8.311680232964136e-10,1.1868887455079857e-05,1.1869718633761295e-05,0.0,0.0,0.0,2.3528674993023913,0.6305779920868502,0.02325448081020816,0.0062322947725152195,267.7661940610483,812.6336314446585,1.208700914799886,1.2197223808925894,4.598433868962909,19.19352214062332,28.40450123231412,11.708161404766917,16.223553991640394,6.0672329550314235,123.24018981046099,23.038944609888265,1.0033472917603155,0.9979551831281931,0.9282422424864752,0.9878038100890351,0.7909766819115921,0.9484828044771758,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
207,MYOLEG_V3_K0207,-0.01,-0.0125,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.3208974223397,119.4999901244627,101.179092702123,0.0,0.0,0.0,6.926370588189457e-10,9.875537301695658e-06,9.876229938754477e-06,0.0,0.0,0.0,1.9614347030585435,0.5435132613926871,0.01938576892930644,0.00537179365642022,267.6627642677455,799.3874448410313,1.208700914799886,1.2201767039844738,4.598433868962909,19.180569673744735,28.391788849990814,11.704616744122777,16.83351829494726,6.077395851547355,140.82080421526388,23.654422018548146,1.00289824552389,0.9976530509368133,0.9631417862627658,0.9894584272719229,0.9038120813804248,0.9570690037309799,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
208,MYOLEG_V3_K0208,-0.01,-0.01,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.32089742220117,119.49999211172863,101.17909468952746,0.0,0.0,0.0,5.541060943414777e-10,7.888271369438371e-06,7.888825479085426e-06,0.0,0.0,0.0,1.5698411540892891,0.46016107049971045,0.015515468254658679,0.0045479852931425485,267.56118879052286,786.1226326239322,1.208700914799886,1.2206283647556,4.598433868962909,19.16742190058873,28.356304303139876,11.701471167710519,16.853202118937624,6.100124626333162,157.96667849559367,24.85127114780584,1.0016448060182623,0.9973849350323588,0.9642680103275384,0.9931588901515387,1.0138572441441824,0.9656552029847839,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
209,MYOLEG_V3_K0209,-0.01,-0.0075,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.32089742206264,119.49999409291286,101.17909667085021,0.0,0.0,0.0,4.155751298640098e-10,5.907087142986711e-06,5.9075027252220025e-06,0.0,0.0,0.0,1.1777247814558365,0.3829735980771222,0.011640000271239886,0.003785105701847356,267.4614756881856,772.8400403503362,1.208700914799886,1.2210773497890821,4.598433868962909,19.154345201844986,28.297172258414612,11.698732875823865,16.86687724164785,6.0839608551534745,146.64828316784107,23.503598078930473,0.9995560533784573,0.9971515343739008,0.9650504422519711,0.990527272925854,0.9412138410897228,0.9656552029847839,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
210,MYOLEG_V3_K0210,-0.01,-0.005,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897421924116,119.49999606801782,101.1790986460937,0.0,0.0,0.0,2.7705127081389946e-10,3.9319821780736675e-06,3.932259232897195e-06,0.0,0.0,0.0,0.8585716774253029,0.31651061872790776,0.008485662113482638,0.0031282212498653307,267.36364153763725,759.5404940010212,1.208700914799886,1.2215236481158758,4.598433868962909,19.141194018409518,28.31757034209829,11.69640355608717,16.87446243162595,6.080923448353379,116.06324038737841,22.923876490655978,1.0002765857283735,0.9969529928075493,0.9654844343204529,0.9900327539198815,0.7449137892006357,0.9656552029847839,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
211,MYOLEG_V3_K0211,-0.01,-0.0025,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897421785588,119.49999803704607,101.17910061526048,0.0,0.0,0.0,1.3852385905011033e-10,1.962953930956246e-06,1.96309245836801e-06,0.0,0.0,0.0,0.8585716774253029,0.26885818538441053,0.008485662113482638,0.0026572501488260104,267.2677021537957,746.2248293803696,1.208700914799886,1.2219672498733678,4.598433868962909,19.127861080233778,28.315198396421966,11.694476643274037,16.945534181989466,6.102769273498561,128.11485656355535,23.86334021266735,1.0001928002307485,0.9967887507405995,0.9695508553382437,0.9935894641159282,0.8222631294553465,0.9656552029847839,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
212,MYOLEG_V3_K0212,-0.01,0.0,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897421647064,119.5,101.17910257835294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8585716774253029,0.25097246962511244,0.008485662113482638,0.002480477324166418,267.1736658839103,732.8938823793609,1.208700914799886,1.2224081452046176,4.598433868962909,19.114337507314264,28.290056421386033,11.692952198217153,17.826758226796514,6.149363974238386,171.58937243907474,26.167585955773685,0.999304696885596,0.9966588133581774,1.0199707191921308,1.0011755290094129,1.1012900310514706,0.9656552029847839,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
213,MYOLEG_V3_K0213,-0.01,0.0025,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897421508548,119.5000019568824,101.17910453537385,0.0,0.0,0.0,1.3851675362275273e-10,1.956882400122595e-06,1.957020913323504e-06,0.0,0.0,0.0,0.8585716774253029,0.2688545079362439,0.008485662113482638,0.0026572138029000935,267.0815377086353,719.5484873749762,1.208700914799886,1.2228463250170662,4.598433868962909,19.100944809839206,28.314630669960493,11.691837756547086,17.865212079480465,6.123963770645459,141.23249587058237,23.89343399339979,1.0001727461272485,0.9965638229662201,1.0221708838703505,0.997040131856857,0.906454389056154,0.9656552029847839,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
214,MYOLEG_V3_K0214,-0.01,0.005,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.32089742137003,119.50000390769671,101.17910648632667,0.0,0.0,0.0,2.7703350724550546e-10,3.9076967084383796e-06,3.907973734840198e-06,0.0,0.0,0.0,0.8585716774253029,0.3164857274055831,0.008485662113482638,0.003127975237381623,266.99132496600595,706.189472688309,1.208700914799886,1.2232817832756753,4.598433868962909,19.087458454164246,28.371180414327203,11.691130164519834,17.89797162406506,6.123043360038966,110.64710342409822,22.962133350846642,1.0021702827992014,0.9965035107526518,1.0240452446388792,0.9968902801681746,0.7101520929505504,0.9656552029847839,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
215,MYOLEG_V3_K0215,-0.01,0.0075,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.32089742123152,119.50000585244669,101.17910843121517,0.0,0.0,0.0,4.155431554409006e-10,5.852446690823854e-06,5.852862230426581e-06,0.0,0.0,0.0,1.1762909835079256,0.38290443853444905,0.011625829381091888,0.0037844221660093148,266.90303129790743,692.8176651264623,1.208700914799886,1.2237145147097868,4.598433868962909,19.073795922178714,28.418255555050578,11.690822419495722,17.924953109095192,6.146814650621902,135.34652626527935,23.547359640504272,1.003833143011663,0.9964772798414715,1.0255890095983258,1.0007604746345147,0.8686772263027105,0.9656552029847839,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
216,MYOLEG_V3_K0216,-0.01,0.01,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897421093008,119.50000779113599,101.17911037004298,0.0,0.0,0.0,5.540563563499745e-10,7.791135985257824e-06,7.79169003806146e-06,0.0,0.0,0.0,1.568271000147206,0.46002515626249074,0.0154999496949752,0.004546641989695926,266.8166526747158,679.4338912941724,1.208700914799886,1.2241445140582863,4.598433868962909,19.059951729088283,28.418600416398924,11.690914309645395,17.94607278312255,6.185242194791845,168.8268843037757,24.99208706283486,1.003845324732337,0.996485112177222,1.0267973868496876,1.007016847980449,1.083559908252735,0.9656552029847839,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
217,MYOLEG_V3_K0217,-0.01,0.0125,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897420954502,119.5000097237683,101.17911230281379,0.0,0.0,0.0,6.925624518316909e-10,9.723768300773372e-06,9.724460852567063e-06,0.0,0.0,0.0,1.9596407771927744,0.543289425114193,0.019368038727910555,0.005369581378659397,266.73218362085095,666.0389729255636,1.208700914799886,1.224571777995766,4.598433868962909,19.046343441477777,28.514885086683094,11.691413884691046,18.42832285967733,6.183863763276756,138.34003903761916,23.82806483348813,1.0072464393084224,0.9965276938848816,1.0543896698187056,1.0067924260878593,0.8878901048577249,0.9570690037309799,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
218,MYOLEG_V3_K0218,-0.01,0.015,True,all_preregistered_kinematic_gates_pass,True,24.0,401,28.90933692566648,112.02543857007235,83.11610164440587,18.320897420815992,119.50001165034739,101.1791142295314,0.0,0.0,0.0,8.31072100027086e-10,1.1650347389036142e-05,1.1651178454030742e-05,0.0,0.0,0.0,2.3500058180757577,0.6302464733518655,0.02322619748733111,0.006229018219091275,266.6496252888829,652.6337030244501,1.208700914799886,1.2249963042923815,4.598433868962909,19.032584811943096,28.616864610630216,11.69231453165525,19.1336424547948,6.193042895495825,107.57446725364329,23.141203431453967,1.0108487162268054,0.9966044613016453,1.0947450348009313,1.008286876992664,0.6904313868516242,0.9484828044771758,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,
