Frame,Nose_X,Nose_Y,Nose_Z,LEye_X,LEye_Y,LEye_Z,REye_X,REye_Y,REye_Z,LEar_X,LEar_Y,LEar_Z,REar_X,REar_Y,REar_Z,LShoulder_X,LShoulder_Y,LShoulder_Z,RShoulder_X,RShoulder_Y,RShoulder_Z,LElbow_X,LElbow_Y,LElbow_Z,RElbow_X,RElbow_Y,RElbow_Z,LWrist_X,LWrist_Y,LWrist_Z,RWrist_X,RWrist_Y,RWrist_Z,LHip_X,LHip_Y,LHip_Z,RHip_X,RHip_Y,RHip_Z,LKnee_X,LKnee_Y,LKnee_Z,RKnee_X,RKnee_Y,RKnee_Z,LAnkle_X,LAnkle_Y,LAnkle_Z,RAnkle_X,RAnkle_Y,RAnkle_Z
1143,-138.78,1733.05,262.87,-114.16,1749.11,259.16,-143.64,1749.87,283.89,-47.23,1707.27,220.18,-104.38,1688.41,264.32,175.40,1466.91,136.02,-196.08,1619.15,196.48,316.21,1280.00,22.71,-379.12,1419.99,112.39,290.91,1091.18,-106.15,-557.76,1198.21,93.94,132.58,1094.36,-13.23,-82.67,1107.16,28.09,170.24,834.43,-147.08,-127.76,746.30,-129.22,194.57,608.48,-268.75,-105.23,470.14,-243.26
1144,-131.97,1727.27,262.82,-106.83,1742.91,259.23,-136.54,1743.03,283.78,-38.18,1699.87,219.79,-111.82,1692.83,264.70,175.58,1466.95,136.77,-198.21,1622.33,196.41,316.36,1280.32,22.97,-390.75,1429.94,114.87,288.19,1094.66,-109.83,-580.84,1215.82,104.11,131.38,1094.85,-12.90,-84.95,1107.29,27.22,170.08,836.57,-145.62,-129.77,750.09,-128.46,192.62,608.43,-268.67,-106.44,470.79,-241.81
1145,-125.46,1721.44,262.66,-100.00,1736.70,259.37,-129.42,1735.54,283.57,-29.89,1692.70,219.58,-114.18,1694.12,264.93,175.54,1466.32,136.68,-203.95,1621.76,195.11,315.85,1279.42,22.75,-403.40,1431.24,116.39,288.82,1093.60,-110.08,-601.23,1229.83,118.04,130.46,1093.30,-14.97,-86.05,1101.74,24.64,169.44,836.27,-145.63,-129.49,748.11,-128.88,191.17,606.91,-267.96,-108.75,474.66,-241.94
1146,-121.44,1717.13,263.30,-94.89,1731.37,260.26,-125.59,1729.04,284.96,-23.89,1686.82,221.81,-113.89,1693.08,264.95,172.70,1467.02,136.50,-206.03,1624.08,194.84,314.32,1280.48,23.59,-411.19,1439.25,116.77,292.61,1094.36,-109.77,-621.36,1249.51,130.72,129.79,1090.06,-16.03,-86.13,1093.92,22.44,168.97,832.13,-147.08,-128.91,743.11,-129.89,191.28,603.35,-267.85,-108.88,477.25,-243.29
1147,-115.56,1710.89,264.21,-88.15,1724.24,261.42,-121.12,1721.73,285.62,-14.27,1678.25,222.59,-121.70,1699.55,265.12,171.18,1466.24,138.47,-213.27,1625.50,191.91,313.23,1280.61,24.63,-421.82,1445.71,118.21,291.29,1094.98,-109.39,-641.08,1276.30,147.02,128.98,1088.16,-16.52,-86.81,1089.83,20.24,170.42,833.79,-147.49,-129.68,744.35,-131.41,191.13,604.72,-267.96,-110.79,482.37,-245.90
1148,-116.35,1709.39,265.17,-83.45,1718.21,263.24,-126.61,1725.32,285.69,-6.20,1670.78,223.66,-128.80,1704.94,265.54,164.44,1470.25,140.29,-215.57,1628.02,190.29,310.36,1283.26,26.71,-429.81,1455.45,119.97,296.22,1095.86,-105.88,-670.42,1313.62,162.11,128.66,1087.43,-16.16,-86.88,1088.16,19.89,170.80,832.89,-147.46,-130.20,746.17,-131.01,189.61,603.94,-268.10,-113.39,487.57,-247.37
1149,-109.10,1702.21,265.33,-75.57,1710.70,263.99,-127.00,1725.31,285.04,2.32,1662.99,224.32,-136.54,1711.00,265.90,162.11,1471.07,140.72,-220.20,1631.27,188.43,310.21,1282.95,26.35,-438.35,1462.61,122.43,295.45,1097.58,-109.01,-689.46,1349.84,174.07,127.97,1086.93,-16.34,-87.08,1087.02,18.99,169.97,832.17,-147.99,-131.16,747.68,-130.86,188.40,603.37,-267.62,-115.47,491.83,-247.77
1150,-101.62,1693.55,266.37,-67.18,1701.31,265.94,-119.14,1715.15,286.03,14.12,1652.73,225.23,-145.39,1719.31,264.60,167.94,1465.24,137.85,-223.70,1627.58,184.24,311.37,1280.10,23.88,-443.79,1459.38,128.26,293.19,1096.11,-112.93,-703.94,1363.79,189.69,126.75,1085.91,-17.10,-86.39,1083.99,18.22,169.79,831.03,-147.76,-129.82,740.25,-132.54,186.34,600.66,-265.72,-115.01,486.25,-243.74
1151,-94.75,1685.06,266.04,-59.56,1692.87,266.88,-115.86,1708.70,284.92,23.68,1644.57,225.62,-151.47,1720.51,264.05,169.76,1462.51,136.08,-226.46,1622.10,182.74,311.74,1277.10,21.77,-451.82,1459.80,134.81,292.05,1093.64,-115.55,-723.86,1383.71,205.55,127.20,1086.86,-18.84,-85.80,1082.57,18.09,170.26,833.46,-148.21,-130.39,740.91,-131.86,185.36,603.27,-266.14,-116.80,488.05,-243.68
1152,-87.53,1675.83,267.81,-51.61,1683.42,269.56,-113.09,1703.41,287.51,27.83,1640.95,227.23,-155.47,1723.61,264.84,166.89,1464.66,137.14,-227.57,1623.54,183.75,310.20,1276.75,23.02,-454.43,1461.07,137.98,292.73,1092.49,-113.51,-739.17,1414.55,220.19,126.38,1085.66,-19.25,-84.91,1079.23,19.23,171.24,836.11,-148.52,-128.49,737.44,-132.02,186.10,605.89,-267.41,-114.60,484.29,-243.65
1153,-80.21,1666.89,268.51,-43.57,1674.24,270.97,-108.29,1697.14,288.44,34.05,1637.41,227.38,-156.09,1724.68,264.67,165.36,1464.01,137.99,-226.57,1624.27,184.10,310.59,1276.41,23.88,-459.13,1467.16,146.74,293.57,1091.54,-111.90,-744.20,1441.67,236.65,126.94,1084.99,-18.96,-84.84,1076.98,19.32,170.75,833.96,-148.67,-128.16,737.33,-131.50,186.41,605.59,-267.11,-114.22,481.50,-242.25
1154,-73.05,1660.83,269.70,-34.96,1666.66,272.97,-106.67,1696.30,290.29,36.75,1635.70,227.59,-153.39,1720.12,267.23,168.97,1460.34,135.40,-223.22,1620.27,188.41,311.57,1274.37,22.36,-462.61,1471.22,154.81,292.28,1088.05,-111.11,-746.45,1466.32,251.82,127.81,1086.33,-18.84,-85.35,1076.67,22.02,170.69,834.67,-148.15,-127.88,737.57,-129.63,187.65,607.63,-267.28,-113.59,479.97,-242.49
1155,-68.05,1656.80,269.78,-28.46,1661.26,273.55,-103.77,1694.66,290.97,39.43,1634.24,226.71,-148.31,1714.76,268.78,172.69,1457.20,133.21,-219.25,1616.85,192.46,313.82,1270.55,19.87,-465.68,1476.08,160.90,291.28,1084.55,-113.53,-748.13,1485.09,261.59,128.53,1087.63,-18.80,-85.73,1077.40,23.11,171.12,835.33,-147.97,-128.55,738.39,-127.68,187.73,609.26,-267.45,-113.48,479.84,-242.32
1156,-61.34,1648.16,270.40,-21.41,1652.44,274.89,-99.04,1688.06,291.84,41.18,1632.37,226.09,-142.73,1709.06,268.81,175.60,1454.82,132.21,-218.87,1615.45,194.78,315.49,1267.58,18.31,-475.39,1488.44,172.90,291.79,1081.53,-114.82,-756.08,1504.52,277.54,130.06,1088.18,-19.25,-84.90,1076.21,23.12,171.18,837.00,-148.12,-129.07,737.15,-128.41,189.05,610.27,-268.21,-111.57,477.31,-243.09
1157,-54.79,1640.67,272.33,-16.88,1646.66,276.35,-93.76,1682.36,293.42,37.13,1635.62,226.27,-138.07,1704.99,269.29,174.53,1455.77,130.76,-222.13,1617.40,196.26,315.07,1268.00,18.55,-484.71,1500.17,180.88,293.24,1082.70,-115.94,-761.01,1526.71,294.69,129.82,1090.19,-19.42,-85.68,1077.34,22.77,170.42,836.23,-147.64,-129.59,736.80,-128.68,190.47,608.08,-268.00,-110.69,477.17,-242.68
1158,-45.29,1631.55,271.10,-8.45,1638.49,274.81,-86.49,1673.86,292.07,38.44,1634.90,224.69,-133.51,1696.87,268.33,175.51,1455.97,130.10,-224.82,1618.51,197.06,315.54,1267.30,18.76,-493.64,1516.63,190.94,291.95,1082.16,-115.66,-766.95,1552.96,309.17,131.48,1092.46,-18.90,-85.32,1079.22,22.17,171.04,836.99,-147.90,-129.99,736.77,-127.46,191.76,606.25,-268.67,-108.89,475.45,-243.54
1159,-45.40,1628.69,271.02,-7.81,1635.29,275.31,-88.44,1670.99,291.24,42.43,1631.49,225.37,-138.13,1695.66,267.80,171.10,1460.11,132.97,-223.55,1619.29,195.84,312.53,1271.68,23.01,-502.35,1535.99,198.61,292.92,1087.76,-113.69,-769.25,1578.21,328.92,129.75,1094.90,-16.89,-86.60,1081.14,21.52,170.82,838.23,-146.26,-129.95,738.17,-126.42,191.91,607.12,-269.10,-108.87,474.03,-243.37
1160,-42.32,1625.97,271.66,-6.18,1633.57,276.27,-85.85,1670.11,292.16,43.31,1631.39,226.01,-136.75,1698.23,268.04,173.63,1459.68,133.37,-223.36,1620.22,195.68,313.61,1270.38,23.03,-508.93,1552.25,206.07,291.06,1087.25,-114.28,-770.22,1604.49,343.91,129.86,1096.63,-16.03,-86.12,1082.71,23.25,170.22,841.36,-146.35,-128.96,739.63,-126.35,192.44,609.17,-270.26,-107.65,473.14,-244.19
1161,-40.11,1622.41,272.92,-4.18,1629.51,278.16,-83.11,1666.82,293.81,44.96,1629.17,227.48,-134.80,1698.89,268.58,173.20,1460.07,134.28,-224.33,1621.86,195.94,313.40,1271.24,23.44,-513.21,1565.32,212.92,292.08,1089.94,-116.47,-770.21,1620.18,357.62,129.73,1097.86,-14.69,-85.84,1083.24,24.33,170.01,842.57,-146.42,-128.12,739.97,-126.74,192.66,609.46,-270.64,-106.10,471.88,-245.02
1162,-42.10,1622.49,273.28,-7.68,1631.24,278.97,-83.32,1665.35,293.36,39.26,1634.60,228.64,-132.85,1697.09,268.31,174.12,1459.14,133.83,-228.59,1625.91,194.32,316.36,1272.82,21.35,-521.26,1583.84,222.05,288.12,1092.17,-118.18,-774.83,1641.40,371.67,129.90,1097.68,-13.72,-85.74,1081.90,23.84,170.35,837.78,-148.06,-125.57,736.40,-128.65,195.77,602.02,-270.94,-105.53,471.33,-245.23
1163,-41.41,1621.28,272.88,-7.23,1630.55,278.44,-82.09,1662.75,292.62,38.06,1636.41,228.83,-133.51,1695.28,267.27,171.71,1460.39,135.02,-228.23,1628.08,192.83,317.07,1276.43,22.65,-521.13,1603.84,231.28,286.87,1094.22,-114.42,-770.76,1663.11,386.77,130.28,1098.27,-13.07,-85.35,1082.86,22.72,169.85,836.83,-149.18,-125.27,736.40,-129.25,197.34,599.37,-271.44,-104.04,471.00,-246.83
1164,-40.58,1619.72,270.52,-8.59,1631.18,277.08,-79.07,1658.34,289.39,33.84,1640.60,229.23,-127.72,1689.96,266.23,175.15,1458.50,133.49,-230.95,1634.14,190.18,319.39,1274.73,19.38,-526.12,1624.34,239.12,286.93,1090.68,-114.67,-770.66,1688.90,400.48,132.19,1098.51,-12.90,-84.38,1084.62,23.23,170.58,837.82,-149.49,-125.64,738.31,-128.73,197.77,599.28,-271.63,-102.66,469.66,-247.91
1165,-40.95,1621.32,269.97,-9.04,1632.42,276.55,-78.90,1658.64,288.49,31.19,1643.63,229.79,-129.15,1688.52,265.35,175.57,1458.66,134.23,-231.08,1637.87,187.75,320.90,1276.60,18.76,-526.29,1641.95,245.74,289.47,1090.43,-112.59,-764.85,1711.24,413.93,132.80,1099.75,-11.95,-83.93,1085.75,23.13,171.02,837.82,-148.87,-125.64,740.88,-129.94,197.12,597.57,-271.78,-103.08,470.47,-248.63
1166,-39.07,1622.39,271.01,-7.38,1633.81,276.34,-77.04,1658.55,288.97,33.75,1643.45,229.26,-130.52,1690.88,265.57,172.60,1461.74,136.15,-229.92,1642.39,187.22,319.62,1280.77,21.10,-526.43,1657.50,252.61,287.81,1094.61,-110.18,-760.74,1733.20,423.99,132.89,1101.44,-11.03,-83.09,1086.05,22.45,170.83,836.13,-149.61,-125.14,741.34,-130.84,197.68,594.54,-272.15,-103.03,468.99,-248.67
1167,-39.50,1623.53,269.95,-10.53,1637.38,275.03,-77.42,1658.93,286.70,30.11,1647.72,229.27,-130.66,1690.90,263.58,173.00,1462.23,135.74,-227.82,1644.07,185.78,320.57,1281.28,21.37,-523.48,1665.61,258.60,285.92,1095.51,-109.74,-754.64,1741.94,433.94,134.65,1102.58,-11.74,-82.36,1086.50,20.67,170.98,837.02,-150.18,-125.75,742.89,-131.90,197.02,596.49,-272.33,-103.28,468.78,-249.20
1168,-39.56,1628.02,271.55,-10.57,1640.86,275.92,-78.03,1664.11,287.80,30.27,1648.11,229.73,-131.49,1697.41,263.24,172.81,1462.86,136.75,-224.29,1645.49,185.77,319.82,1281.63,22.10,-521.53,1674.20,262.34,284.91,1095.71,-108.73,-752.63,1758.55,434.02,134.72,1102.46,-12.71,-82.30,1086.34,18.92,170.30,835.74,-149.86,-125.68,741.32,-132.21,195.65,595.94,-272.45,-103.40,467.63,-248.73
1169,-39.07,1631.54,271.15,-10.56,1643.81,275.43,-76.41,1664.81,287.25,26.55,1651.54,229.01,-126.72,1696.05,262.42,174.08,1462.61,135.13,-219.04,1643.80,186.36,320.94,1280.74,21.32,-517.65,1686.15,273.56,281.79,1095.72,-109.59,-748.73,1776.37,442.26,135.94,1102.36,-14.52,-82.37,1085.80,16.84,170.46,834.41,-150.35,-125.33,739.97,-133.26,194.83,596.20,-272.11,-103.45,466.46,-248.00
1170,-38.83,1636.77,271.67,-8.76,1646.13,275.32,-74.41,1666.45,287.63,31.31,1648.66,227.21,-124.33,1698.79,262.08,176.53,1462.55,134.45,-215.91,1647.90,188.05,322.31,1279.15,21.68,-518.73,1698.48,283.51,282.21,1093.47,-107.99,-748.86,1794.42,450.35,136.28,1103.62,-16.46,-84.32,1086.24,14.00,169.91,832.18,-151.47,-125.33,737.15,-133.39,194.65,595.86,-272.09,-104.06,466.26,-247.57
1171,-42.54,1640.70,271.40,-13.49,1650.77,275.20,-77.37,1668.45,287.41,27.98,1650.59,227.14,-120.77,1696.58,260.91,177.67,1461.22,133.75,-213.58,1645.68,188.02,324.30,1278.36,21.21,-510.09,1706.47,294.86,283.72,1091.91,-107.20,-737.32,1805.39,463.92,136.76,1102.29,-17.91,-84.49,1085.20,12.96,169.80,831.13,-151.77,-125.78,736.61,-133.68,194.74,593.82,-272.01,-104.58,465.28,-246.41
1172,-43.94,1644.07,272.06,-14.46,1653.97,274.94,-78.53,1671.95,287.50,29.84,1648.95,225.29,-117.44,1695.67,260.62,181.22,1460.00,132.54,-214.77,1647.24,189.71,327.11,1275.74,21.35,-505.82,1720.69,310.23,285.83,1088.42,-105.56,-732.76,1821.85,478.35,137.77,1104.25,-19.40,-84.95,1085.88,12.30,170.86,832.39,-152.01,-126.56,736.94,-133.23,194.61,596.15,-271.95,-104.22,463.63,-245.49
1173,-48.90,1649.35,271.72,-18.66,1658.24,274.70,-81.43,1675.44,287.01,23.15,1654.07,224.70,-113.00,1692.54,260.44,182.63,1459.38,130.84,-214.57,1647.31,191.49,328.75,1274.58,20.85,-502.15,1729.19,321.66,286.26,1085.87,-103.59,-725.78,1831.57,493.44,137.58,1105.14,-20.32,-84.77,1085.80,11.91,171.25,833.04,-151.84,-126.62,736.40,-133.63,194.41,597.00,-272.15,-103.89,462.77,-245.65
1174,-54.15,1655.01,270.21,-22.93,1662.53,274.21,-83.81,1678.05,285.61,16.81,1659.23,224.35,-107.66,1688.64,260.21,184.65,1458.03,128.79,-213.06,1647.08,192.17,330.02,1272.14,19.65,-497.36,1738.57,332.53,285.57,1082.98,-103.42,-716.32,1844.05,508.40,136.21,1104.21,-20.64,-83.72,1085.36,12.01,171.19,832.14,-151.53,-126.17,735.51,-134.39,195.07,594.39,-272.16,-103.48,460.43,-244.60
1175,-55.45,1657.07,269.92,-26.50,1666.51,274.23,-83.98,1679.03,285.12,11.12,1663.95,223.93,-101.60,1684.46,260.27,183.23,1459.15,127.57,-212.74,1647.53,192.05,328.75,1272.45,20.03,-493.88,1748.85,342.88,286.87,1082.27,-102.36,-707.42,1857.42,523.48,132.96,1103.72,-21.03,-82.88,1084.86,12.18,171.70,831.61,-150.77,-125.49,734.22,-134.84,194.58,593.47,-272.43,-102.76,458.25,-243.99
1176,-55.40,1657.40,269.45,-27.75,1667.83,273.83,-84.37,1680.39,283.94,11.91,1663.32,222.52,-97.04,1681.74,259.70,181.86,1459.46,127.29,-213.11,1651.97,190.23,327.87,1272.82,20.28,-484.88,1754.36,348.20,287.83,1082.56,-102.59,-693.81,1868.52,530.73,131.48,1103.22,-21.46,-83.89,1084.84,11.57,172.48,830.83,-150.85,-125.40,733.13,-135.18,194.56,592.36,-272.44,-102.41,456.68,-243.31
1177,-55.56,1660.70,268.18,-28.73,1671.34,272.53,-85.57,1685.59,282.41,11.12,1665.14,220.70,-92.82,1678.80,259.56,181.36,1460.76,125.69,-212.33,1653.77,189.10,326.50,1272.40,20.53,-475.29,1758.67,351.74,287.98,1082.31,-103.09,-678.41,1883.38,533.91,130.77,1102.77,-21.42,-83.44,1084.30,12.44,172.79,831.97,-150.23,-125.25,734.12,-135.03,193.77,596.39,-273.22,-103.07,458.04,-243.20
1178,-59.90,1664.81,264.50,-34.82,1676.68,270.83,-87.75,1688.19,279.01,4.42,1670.23,220.15,-88.36,1675.49,258.59,179.71,1461.99,124.83,-211.14,1653.84,188.89,326.90,1274.61,20.79,-473.60,1765.99,357.67,288.48,1082.67,-99.96,-680.58,1873.00,546.64,129.81,1103.56,-22.29,-82.69,1084.24,11.98,172.32,830.69,-150.63,-125.29,733.62,-135.78,195.17,593.44,-273.51,-102.34,459.60,-246.01
1179,-59.74,1665.16,262.14,-33.52,1676.15,268.47,-90.49,1691.12,276.29,8.87,1665.95,218.72,-92.10,1677.75,256.68,176.72,1463.51,127.46,-208.23,1652.86,185.50,326.01,1278.81,21.63,-466.09,1767.19,359.86,288.29,1086.31,-98.46,-679.77,1856.00,550.79,131.38,1103.69,-20.64,-83.24,1083.48,11.53,171.66,828.31,-151.37,-124.66,730.73,-135.57,195.48,591.08,-272.69,-101.85,458.32,-245.05
1180,-58.93,1664.42,261.76,-30.86,1674.12,268.18,-91.45,1692.05,275.61,14.92,1661.74,218.03,-97.41,1681.37,255.73,175.80,1465.04,126.96,-206.39,1652.81,182.86,323.19,1277.91,22.74,-454.71,1767.98,359.62,291.10,1086.38,-100.49,-665.54,1868.15,548.09,133.48,1103.65,-20.19,-83.19,1084.58,12.85,171.36,830.74,-150.69,-125.91,734.77,-135.47,195.69,594.76,-272.44,-104.56,464.53,-245.60
1181,-58.54,1664.38,260.44,-28.91,1672.41,267.63,-92.60,1693.22,274.30,21.07,1656.38,217.68,-101.90,1683.91,254.10,173.46,1465.64,126.47,-203.60,1647.79,180.83,321.00,1278.13,23.16,-444.12,1769.41,359.24,293.89,1086.63,-101.31,-651.64,1882.88,543.79,134.93,1102.40,-20.36,-83.57,1084.47,12.87,171.20,832.44,-150.99,-126.49,735.95,-135.54,196.37,597.03,-272.68,-103.84,462.27,-244.69
1182,-61.98,1668.42,260.90,-31.22,1675.53,267.92,-96.50,1698.29,274.65,21.37,1656.85,217.03,-104.45,1686.43,253.77,173.29,1465.64,125.83,-201.57,1645.32,180.33,320.44,1277.47,23.19,-430.65,1771.85,358.46,294.06,1086.57,-102.35,-635.23,1892.51,541.74,135.73,1101.51,-21.11,-83.31,1083.34,12.88,171.07,832.59,-150.93,-126.26,735.46,-135.53,195.94,597.91,-272.76,-103.50,461.71,-244.37
1183,-64.40,1670.33,260.60,-32.23,1676.70,267.59,-99.26,1701.15,274.00,25.00,1653.45,216.18,-109.47,1688.65,253.71,172.48,1466.39,126.07,-199.17,1641.97,180.86,318.73,1277.29,23.84,-415.73,1776.50,356.18,294.02,1087.17,-103.22,-621.17,1887.66,544.44,135.86,1100.82,-21.63,-83.55,1083.56,13.23,170.93,833.44,-151.64,-126.38,735.44,-135.72,195.79,599.35,-272.91,-103.45,461.79,-244.50
1184,-64.33,1669.67,259.87,-30.70,1675.49,266.37,-98.92,1700.87,273.02,29.71,1649.40,214.18,-110.91,1688.27,253.64,174.87,1464.22,125.10,-196.81,1641.06,180.85,320.90,1275.09,22.60,-403.58,1774.74,352.98,290.13,1086.51,-105.43,-609.03,1886.94,540.61,136.49,1101.66,-21.61,-83.00,1084.33,14.34,170.59,833.53,-152.09,-126.32,735.74,-135.43,196.04,597.98,-272.95,-103.16,461.63,-244.94
1185,-64.02,1668.45,259.58,-30.97,1675.27,265.75,-98.22,1699.78,272.70,30.37,1648.42,213.33,-110.50,1688.11,253.80,176.05,1463.14,124.96,-194.91,1640.32,180.49,321.65,1274.05,21.80,-395.89,1777.98,352.97,288.45,1086.02,-106.43,-606.52,1876.57,542.48,135.62,1102.31,-21.19,-83.38,1085.25,14.32,170.91,832.44,-152.18,-126.10,734.74,-135.72,196.50,595.54,-272.86,-103.25,460.86,-244.30
1186,-61.50,1665.89,259.28,-29.27,1673.50,265.49,-96.50,1698.47,272.26,31.60,1646.71,213.29,-111.87,1690.27,253.47,175.57,1462.73,125.70,-193.94,1638.25,180.66,321.59,1274.59,21.40,-388.81,1776.41,351.10,290.25,1085.14,-105.20,-606.25,1849.49,544.44,134.57,1102.40,-20.80,-83.95,1085.87,13.69,171.16,830.79,-151.46,-126.13,733.94,-135.44,197.28,592.26,-272.53,-103.12,459.12,-242.48
1187,-60.16,1663.85,259.04,-28.44,1671.74,265.47,-94.96,1696.26,271.63,31.24,1645.32,213.37,-110.90,1690.37,252.68,175.25,1461.95,125.33,-192.90,1635.78,180.51,321.39,1273.82,21.17,-382.07,1777.08,349.08,291.73,1083.70,-104.81,-604.30,1827.89,544.10,134.48,1101.12,-20.90,-83.54,1085.12,13.87,171.40,829.75,-151.71,-125.64,732.79,-135.51,197.65,590.64,-272.49,-103.26,459.21,-242.33
1188,-57.87,1662.57,257.42,-26.06,1670.27,263.87,-93.50,1695.49,269.70,32.64,1642.88,212.34,-111.45,1690.19,251.57,175.03,1460.73,125.49,-191.38,1631.31,180.78,322.84,1274.12,20.95,-375.58,1776.57,346.88,291.43,1083.52,-103.89,-600.24,1817.18,541.50,133.94,1101.38,-19.81,-83.48,1085.90,15.05,171.66,829.21,-151.46,-125.68,733.58,-135.24,197.98,588.59,-272.77,-102.85,458.03,-241.81
1189,-58.86,1663.16,256.40,-28.00,1671.50,263.54,-94.48,1697.06,268.53,31.94,1642.57,212.85,-112.42,1694.69,250.07,175.44,1459.56,127.12,-190.27,1631.69,180.01,323.53,1274.35,20.50,-372.87,1779.58,348.35,290.53,1083.50,-103.54,-599.55,1814.50,541.74,134.32,1101.95,-19.85,-84.56,1087.65,14.23,171.83,828.91,-152.20,-126.20,735.86,-136.12,198.22,587.57,-272.57,-102.82,458.62,-242.03
1190,-60.30,1666.10,255.92,-29.12,1674.20,263.34,-97.08,1700.92,267.98,34.00,1641.60,212.85,-117.55,1700.21,249.52,174.74,1459.90,128.27,-190.77,1635.12,181.51,323.64,1275.79,20.89,-370.32,1781.27,349.72,289.03,1085.95,-104.26,-598.61,1813.63,541.65,134.65,1102.24,-19.90,-85.44,1089.09,13.77,172.35,832.22,-152.57,-126.75,738.63,-136.84,197.52,592.15,-272.99,-102.21,460.42,-244.19
1191,-60.57,1666.19,256.22,-29.20,1674.51,264.12,-98.14,1702.16,268.03,36.12,1639.96,213.40,-121.21,1704.46,249.23,175.01,1459.09,129.02,-190.23,1636.26,181.95,324.56,1275.77,21.18,-365.41,1777.28,346.20,287.09,1086.49,-104.00,-571.33,1876.10,540.71,134.36,1102.09,-19.92,-86.48,1089.85,13.26,172.61,833.73,-152.59,-127.05,740.41,-137.26,197.76,593.93,-273.57,-102.20,460.91,-244.54
1192,-59.24,1667.02,257.49,-27.75,1673.94,265.68,-96.97,1702.21,269.30,38.51,1638.97,215.36,-122.35,1708.01,249.85,175.92,1458.30,127.91,-189.15,1643.12,183.78,323.52,1273.23,20.37,-358.92,1780.92,344.15,287.53,1084.90,-106.66,-544.22,1915.47,537.96,134.04,1100.61,-20.35,-86.65,1091.55,14.54,172.32,835.39,-153.04,-128.27,742.68,-135.41,198.55,593.27,-274.02,-104.52,467.34,-246.93
1193,-57.62,1667.77,256.71,-26.00,1673.04,265.30,-96.50,1702.36,268.96,40.92,1636.86,215.27,-125.13,1711.51,249.77,175.73,1455.77,127.36,-188.46,1643.85,185.08,322.96,1270.41,19.82,-352.42,1784.36,341.27,288.59,1082.98,-108.97,-521.86,1939.97,533.83,133.91,1098.96,-21.11,-87.25,1090.85,15.25,172.71,835.31,-153.81,-127.12,742.02,-137.45,200.21,589.75,-274.66,-103.41,466.37,-247.82
1194,-57.63,1669.49,256.58,-25.25,1673.69,264.96,-97.13,1704.05,268.90,43.55,1634.48,214.24,-127.79,1714.69,249.67,176.84,1453.38,126.93,-187.60,1646.17,187.30,323.56,1268.19,18.39,-350.14,1791.76,344.82,289.65,1082.59,-113.13,-504.82,1962.56,536.91,133.16,1097.16,-21.46,-87.08,1091.17,15.79,172.58,835.35,-153.52,-127.23,741.51,-137.01,200.95,586.79,-274.40,-104.39,468.56,-248.95
1195,-57.08,1670.79,257.15,-23.95,1673.74,265.30,-96.54,1705.52,269.67,46.35,1632.12,214.17,-128.38,1716.78,250.40,177.58,1452.31,126.75,-185.99,1647.64,190.47,323.34,1266.51,17.99,-347.02,1800.49,347.67,290.20,1082.23,-115.59,-491.46,1979.40,540.35,133.26,1097.99,-21.63,-87.41,1093.50,17.03,172.26,836.76,-151.96,-127.79,742.59,-135.97,199.31,591.70,-274.20,-105.11,469.18,-249.19
1196,-55.99,1670.95,256.53,-22.32,1673.28,264.37,-95.43,1705.77,269.11,48.13,1630.46,213.92,-128.42,1718.53,250.31,177.58,1452.35,126.35,-184.61,1648.81,191.27,322.37,1265.13,18.71,-342.00,1803.98,345.44,289.87,1081.77,-116.27,-480.74,1988.60,536.92,133.73,1098.38,-21.93,-86.80,1094.35,18.03,171.69,836.64,-151.46,-127.62,742.17,-134.67,198.53,593.61,-274.07,-105.61,470.68,-249.89
1197,-55.37,1671.60,256.14,-21.58,1673.75,263.75,-95.96,1707.35,268.79,49.03,1629.86,213.67,-130.88,1721.34,249.85,175.98,1453.67,126.19,-183.44,1648.78,191.17,319.60,1264.70,20.07,-336.16,1804.72,342.66,291.09,1081.32,-115.80,-471.45,1991.15,534.85,133.33,1098.17,-21.94,-86.27,1094.61,18.84,171.57,837.25,-151.28,-127.38,742.41,-134.35,198.12,596.43,-274.42,-106.41,470.97,-249.73
1198,-55.65,1671.23,255.60,-21.89,1673.70,263.08,-96.59,1707.54,268.44,49.31,1629.59,213.14,-132.81,1722.66,249.11,174.65,1453.61,126.33,-182.34,1648.77,190.60,318.78,1264.70,20.78,-333.20,1806.27,342.33,291.45,1081.45,-115.51,-465.42,1994.92,534.51,133.20,1098.84,-21.73,-85.64,1095.34,19.23,171.57,838.48,-150.64,-127.37,742.90,-134.31,198.42,597.21,-274.80,-106.11,472.30,-251.44
1199,-56.63,1670.14,255.72,-23.28,1673.75,262.60,-97.21,1706.33,268.22,47.58,1630.85,213.45,-134.25,1723.71,248.23,173.46,1452.86,126.17,-181.43,1648.15,188.65,318.89,1265.17,20.23,-328.66,1805.37,338.06,290.74,1080.34,-113.73,-456.99,1996.47,530.46,132.93,1098.19,-20.92,-85.15,1095.16,20.34,171.68,839.27,-150.76,-127.80,743.28,-133.50,198.18,597.32,-274.89,-106.35,472.10,-250.94
