case_id,subject_id,scenario_name,iteration,current_validation_trajectory_id,candidate_validation_trajectory_id,delta_J_pred,delta_J_actual,e_delta_J,current_item_prediction_error_abs,candidate_item_prediction_error_abs,calibration_data_role,adaptation_executed_outcome_used_directly,heldout_final_test_used_x,bound_status,policy_id,decision_uncertainty_version,validation_pair_count,maximum_observed_validation_e_delta_J,p95_observed_validation_e_delta_J,p99_observed_validation_e_delta_J,guard_uncertainty_bound,guard_uncertainty_bound_type,guard_uncertainty_bound_status,current_vs_candidate_item_error_spearman,correlation_sample_sufficient,heldout_final_test_used_y,formal_threshold_created
baseline__structured_residual,baseline,structured_residual,0,identification_excitation_trajectory:hip_dominant:slow,identification_excitation_trajectory:knee_dominant:fast,0.704652045106,0.697119891851,0.00753215325456,0,0.00753215325456,DESIGNATED_VALIDATION_ONLY,False,False,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,P1_DECISION_GUARDED_EXPLOIT_ONLY,RESEARCH_DECISION_UNCERTAINTY_V1,1,0.00753215325456,0.00753215325456,0.00753215325456,0.00753215325456,MAX_OBSERVED_VALIDATION_PAIRWISE_DELTA_J_ERROR,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,,False,False,False
baseline__structured_residual,baseline,structured_residual,0,identification_excitation_trajectory:hip_dominant:slow,identification_excitation_trajectory:knee_dominant:fast,0.704652045106,0.697119891851,0.00753215325456,0,0.00753215325456,DESIGNATED_VALIDATION_ONLY,False,False,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,P2_DECISION_GUARDED_EXPLORE_EXPLOIT,RESEARCH_DECISION_UNCERTAINTY_V1,1,0.00753215325456,0.00753215325456,0.00753215325456,0.00753215325456,MAX_OBSERVED_VALIDATION_PAIRWISE_DELTA_J_ERROR,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,,False,False,False
baseline__combined_mild,baseline,combined_mild,0,identification_excitation_trajectory:hip_dominant:slow,identification_excitation_trajectory:knee_dominant:fast,0.638723261386,0.854776244143,0.216052982758,0,0.216052982758,DESIGNATED_VALIDATION_ONLY,False,False,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,P0_SUPPORTED_ONLY_GREEDY,RESEARCH_DECISION_UNCERTAINTY_V1,1,0.216052982758,0.216052982758,0.216052982758,0.216052982758,MAX_OBSERVED_VALIDATION_PAIRWISE_DELTA_J_ERROR,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,,False,False,False
baseline__combined_mild,baseline,combined_mild,1,identification_excitation_trajectory:hip_dominant:slow,identification_excitation_trajectory:knee_dominant:fast,0.638733470505,0.854776244143,0.216042773639,0,0.216042773639,DESIGNATED_VALIDATION_ONLY,False,False,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,P0_SUPPORTED_ONLY_GREEDY,RESEARCH_DECISION_UNCERTAINTY_V1,1,0.216042773639,0.216042773639,0.216042773639,0.216042773639,MAX_OBSERVED_VALIDATION_PAIRWISE_DELTA_J_ERROR,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,,False,False,False
baseline__combined_mild,baseline,combined_mild,2,identification_excitation_trajectory:hip_dominant:slow,identification_excitation_trajectory:knee_dominant:fast,0.638889129355,0.854776244143,0.215887114789,0,0.215887114789,DESIGNATED_VALIDATION_ONLY,False,False,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,P0_SUPPORTED_ONLY_GREEDY,RESEARCH_DECISION_UNCERTAINTY_V1,1,0.215887114789,0.215887114789,0.215887114789,0.215887114789,MAX_OBSERVED_VALIDATION_PAIRWISE_DELTA_J_ERROR,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,,False,False,False
baseline__combined_mild,baseline,combined_mild,3,identification_excitation_trajectory:hip_dominant:slow,identification_excitation_trajectory:knee_dominant:fast,0.639124725922,0.854776244143,0.215651518222,0,0.215651518222,DESIGNATED_VALIDATION_ONLY,False,False,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,P0_SUPPORTED_ONLY_GREEDY,RESEARCH_DECISION_UNCERTAINTY_V1,1,0.215651518222,0.215651518222,0.215651518222,0.215651518222,MAX_OBSERVED_VALIDATION_PAIRWISE_DELTA_J_ERROR,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,,False,False,False
baseline__combined_mild,baseline,combined_mild,4,identification_excitation_trajectory:hip_dominant:slow,identification_excitation_trajectory:knee_dominant:fast,0.63940824588,0.854776244143,0.215367998264,0,0.215367998264,DESIGNATED_VALIDATION_ONLY,False,False,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,P0_SUPPORTED_ONLY_GREEDY,RESEARCH_DECISION_UNCERTAINTY_V1,1,0.215367998264,0.215367998264,0.215367998264,0.215367998264,MAX_OBSERVED_VALIDATION_PAIRWISE_DELTA_J_ERROR,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,,False,False,False
baseline__combined_mild,baseline,combined_mild,5,identification_excitation_trajectory:hip_dominant:slow,identification_excitation_trajectory:knee_dominant:fast,0.639722203407,0.854776244143,0.215054040737,0,0.215054040737,DESIGNATED_VALIDATION_ONLY,False,False,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,P0_SUPPORTED_ONLY_GREEDY,RESEARCH_DECISION_UNCERTAINTY_V1,1,0.215054040737,0.215054040737,0.215054040737,0.215054040737,MAX_OBSERVED_VALIDATION_PAIRWISE_DELTA_J_ERROR,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,,False,False,False
baseline__combined_mild,baseline,combined_mild,6,identification_excitation_trajectory:hip_dominant:slow,identification_excitation_trajectory:knee_dominant:fast,0.639950250409,0.854776244143,0.214825993734,0,0.214825993734,DESIGNATED_VALIDATION_ONLY,False,False,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,P0_SUPPORTED_ONLY_GREEDY,RESEARCH_DECISION_UNCERTAINTY_V1,1,0.214825993734,0.214825993734,0.214825993734,0.214825993734,MAX_OBSERVED_VALIDATION_PAIRWISE_DELTA_J_ERROR,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,,False,False,False
baseline__combined_mild,baseline,combined_mild,0,identification_excitation_trajectory:hip_dominant:slow,identification_excitation_trajectory:knee_dominant:fast,0.638723261386,0.854776244143,0.216052982758,0,0.216052982758,DESIGNATED_VALIDATION_ONLY,False,False,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,P1_DECISION_GUARDED_EXPLOIT_ONLY,RESEARCH_DECISION_UNCERTAINTY_V1,1,0.216052982758,0.216052982758,0.216052982758,0.216052982758,MAX_OBSERVED_VALIDATION_PAIRWISE_DELTA_J_ERROR,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,,False,False,False
baseline__combined_mild,baseline,combined_mild,0,identification_excitation_trajectory:hip_dominant:slow,identification_excitation_trajectory:knee_dominant:fast,0.638723261386,0.854776244143,0.216052982758,0,0.216052982758,DESIGNATED_VALIDATION_ONLY,False,False,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,P2_DECISION_GUARDED_EXPLORE_EXPLOIT,RESEARCH_DECISION_UNCERTAINTY_V1,1,0.216052982758,0.216052982758,0.216052982758,0.216052982758,MAX_OBSERVED_VALIDATION_PAIRWISE_DELTA_J_ERROR,RESEARCH_CANDIDATE_ONLY_NOT_FORMAL_THRESHOLD,,False,False,False
