model,beta_flex,beta_extend,E0,E2,E3
LEG_0_NOMINAL,-0.0175,-0.0075,32.20691570205831,1.0038817726982328,0.9996469805735103
LEG_0_NOMINAL,-0.0175,-0.005,32.20571425604695,1.0025786655612576,0.9993393879858505
LEG_0_NOMINAL,-0.0175,-0.0025,32.20451268911421,1.0012839976118535,0.9990335781742212
LEG_0_NOMINAL,-0.0175,0.0,32.20331098309734,1.0001569299149786,0.9987295663591391
LEG_0_NOMINAL,-0.0175,0.0025,32.20213015180236,1.0001569299149786,0.9984301561013402
LEG_0_NOMINAL,-0.0175,0.005,32.20093130878557,1.0001569299149786,0.9981298423584022
LEG_0_NOMINAL,-0.0175,0.0075,32.19973216917067,1.0002053281719585,0.9978313638057978
LEG_0_NOMINAL,-0.0175,0.01,32.19853295163541,1.0002704032668157,0.9975347372150569
LEG_0_NOMINAL,-0.0175,0.0125,32.19733605180551,1.0003343825627784,0.9972399575178758
LEG_0_NOMINAL,-0.0175,0.015,32.1961362072717,1.0003967808298175,0.9969470544715517
LEG_0_NOMINAL,-0.0175,0.0175,32.194937167702534,1.0004579224561794,0.9966560585824393
LEG_0_NOMINAL,-0.0175,0.02,32.193745954483234,1.0005183953159156,0.996367052108912
LEG_0_NOMINAL,-0.0175,0.0225,32.19254695727239,1.0005768252197094,0.9960799962200609
LEG_0_NOMINAL,-0.0175,0.025,32.191345364505615,1.0006338599693343,0.9957945852063516
LEG_0_NOMINAL,-0.0175,0.0275,32.190147953250715,1.0006899658437316,0.9955110727464436
LEG_0_NOMINAL,-0.0175,0.03,32.18895848981301,1.0007454122563846,0.9952295856254797
LEG_0_NOMINAL,-0.015,-0.03,32.21929335679346,1.0159773057335362,1.002677515028303
LEG_0_NOMINAL,-0.015,-0.0275,32.218098724758036,1.0146011551181835,1.0023546728149113
LEG_0_NOMINAL,-0.015,-0.025,32.21689016234126,1.0132330897182888,1.0020332548193762
LEG_0_NOMINAL,-0.015,-0.0225,32.21568665459447,1.011873213547599,1.0017136579111752
LEG_0_NOMINAL,-0.015,-0.02,32.214467567409095,1.010521935741288,1.0013955669290764
LEG_0_NOMINAL,-0.015,-0.0175,32.21326654747219,1.0091770823832436,1.0010791707034647
LEG_0_NOMINAL,-0.015,-0.015,32.21206301390938,1.0078408966976482,1.0007645543519283
LEG_0_NOMINAL,-0.015,-0.0125,32.21086152971442,1.0065128759880575,1.0004516991814172
LEG_0_NOMINAL,-0.015,-0.01,32.209656720416305,1.005193418552114,1.0001405875430351
LEG_0_NOMINAL,-0.015,-0.0075,32.20845582745871,1.0038817726982328,0.9998311989769402
LEG_0_NOMINAL,-0.015,-0.005,32.20725443889955,1.0025786655612576,0.9995236063892803
LEG_0_NOMINAL,-0.015,-0.0025,32.20605292942906,1.0012839976118535,0.999217796577651
LEG_0_NOMINAL,-0.015,0.0,32.2048512808854,1.000135804342918,0.998913784762569
LEG_0_NOMINAL,-0.015,0.0025,32.20367050606944,1.000135804342918,0.99861437450477
LEG_0_NOMINAL,-0.015,0.005,32.20247172039741,1.00013893394607,0.9983140607618319
LEG_0_NOMINAL,-0.015,0.0075,32.20127263814573,1.0002053281719585,0.9980155822092278
LEG_0_NOMINAL,-0.015,0.01,32.20007347798168,1.0002704032668157,0.9977189556184867
LEG_0_NOMINAL,-0.015,0.0125,32.198876635416376,1.0003343825627784,0.9974241759213055
LEG_0_NOMINAL,-0.015,0.015,32.19767684829233,1.0003967808298175,0.9971312728749815
LEG_0_NOMINAL,-0.015,0.0175,32.19647786609868,1.0004579224561794,0.9968402769858691
