stage,main_loop_timestamp_ns,loop_period_ms,rt_sequence,rt_timestamp_ns,rt_age_ms,rt_valid,rt_stale,operation_state,rt_worker_pid,rt_worker_start_time_ns,rt_worker_alive,rt_worker_exitcode,rt_worker_state,rt_heartbeat_age_ms,rt_worker_hung,rt_last_error_code,rt_last_error,wrench_sequence,wrench_age_ms,wrench_valid,wrench_stale,wrench_worker_pid,wrench_worker_start_time_ns,wrench_worker_alive,wrench_worker_exitcode,wrench_worker_state,wrench_heartbeat_age_ms,wrench_worker_hung,last_error_code,last_error
overlap,3119252202804600,9.9145,86,3119252171179700,31.6249,True,False,IDLE,17880,3119250997530500,True,,streaming,39.5468,False,,,0,,False,True,21816,3119252072125600,True,,connecting,129.9522,False,,
overlap,3119252212733500,9.9289,90,3119252203101400,9.6321,True,False,IDLE,17880,3119250997530500,True,,streaming,33.7457,False,,,0,,False,True,21816,3119252072125600,True,,connecting,139.8811,False,,
overlap,3119252222736700,10.0032,91,3119252211296300,11.4404,True,False,IDLE,17880,3119250997530500,True,,streaming,3.8543,False,,,0,,False,True,21816,3119252072125600,True,,connecting,149.8843,False,,
overlap,3119252232685700,9.949,91,3119252211296300,21.3894,True,False,IDLE,17880,3119250997530500,True,,streaming,13.8033,False,,,0,,False,True,21816,3119252072125600,True,,connecting,159.8333,False,,
overlap,3119252242722500,10.0368,91,3119252211296300,31.4262,True,False,IDLE,17880,3119250997530500,True,,streaming,23.8401,False,,,0,,False,True,21816,3119252072125600,True,,connecting,169.8701,False,,
overlap,3119252252669400,9.9469,91,3119252211296300,41.3731,True,False,IDLE,17880,3119250997530500,True,,streaming,9.5679,False,,,0,,False,True,21816,3119252072125600,True,,connecting,179.817,False,,
overlap,3119252262747400,10.078,94,3119252235007200,27.7402,True,False,IDLE,17880,3119250997530500,True,,streaming,3.6822,False,,,0,,False,True,21816,3119252072125600,True,,connecting,189.895,False,,
overlap,3119252272597300,9.8499,94,3119252235007200,37.5901,True,False,IDLE,17880,3119250997530500,True,,streaming,13.5321,False,,,0,,False,True,21816,3119252072125600,True,,connecting,199.7449,False,,
overlap,3119252282693700,10.0964,94,3119252235007200,47.6865,True,False,IDLE,17880,3119250997530500,True,,streaming,23.6285,False,,,0,,False,True,21816,3119252072125600,True,,connecting,209.8413,False,,
overlap,3119252292575900,9.8822,98,3119252267019400,25.5565,True,False,IDLE,17880,3119250997530500,True,,streaming,9.5415,False,,,0,,False,True,21816,3119252072125600,True,,connecting,219.7235,False,,
overlap,3119252302752400,10.1765,98,3119252267019400,35.733,True,False,IDLE,17880,3119250997530500,True,,streaming,19.718,False,,,0,,False,True,21816,3119252072125600,True,,connecting,229.9,False,,
overlap,3119252313493100,10.7407,98,3119252267019400,46.4737,True,False,IDLE,17880,3119250997530500,True,,streaming,30.4587,False,,,0,,False,True,21816,3119252072125600,True,,connecting,240.6407,False,,
overlap,3119252323470100,9.977,102,3119252299198800,24.2713,True,False,IDLE,17880,3119250997530500,True,,streaming,16.4114,False,,,0,,False,True,21816,3119252072125600,True,,connecting,250.6177,False,,
overlap,3119252333674800,10.2047,105,3119252323318800,10.356,True,False,IDLE,17880,3119250997530500,True,,streaming,26.6161,False,,,0,,False,True,21816,3119252072125600,True,,connecting,260.8224,False,,
overlap,3119252343437200,9.7624,105,3119252323318800,20.1184,True,False,IDLE,17880,3119250997530500,True,,streaming,20.3712,False,,,0,,False,True,21816,3119252072125600,True,,connecting,270.5848,False,,
overlap,3119252352600800,9.1636,105,3119252323318800,29.282,True,False,IDLE,17880,3119250997530500,True,,streaming,29.5348,False,,,0,,False,True,21816,3119252072125600,True,,connecting,279.7484,False,,
overlap,3119252362585400,9.9846,107,3119252339305600,23.2798,True,False,IDLE,17880,3119250997530500,True,,streaming,15.3758,False,,,0,,False,True,21816,3119252072125600,True,,connecting,289.733,False,,
