bundle_pair_id,case_id,subject_id,scenario_name,calibration_category,coordinate,direction,bundle_length,location_class,start_trajectory_id,endpoint_trajectory_id,intermediate_trajectory_ids,deltaJ_pred,deltaJ_truth,e_deltaJ_bundle,residual_column,residual_computation,n_times_one_step_uncertainty_used,sqrt_n_times_one_step_uncertainty_used,analytic_scaling_formula_used,truth_read_after_manifest_freeze,truth_used_for_selection_or_assignment,used_to_select_threshold,used_by_policy,heldout_final_test_used,data_role
dbv_bundle_01c41120b3c8461a21a4e26e,calibration_subject_006__matched_linear,calibration_subject_006,matched_linear,MATCHED,hip,POSITIVE,5,UPPER_BOUNDARY,asym_h+0.750_k-2.500_p-0.02250,asym_h+2.000_k-2.500_p-0.02250,asym_h+1.000_k-2.500_p-0.02250;asym_h+1.250_k-2.500_p-0.02250;asym_h+1.500_k-2.500_p-0.02250;asym_h+1.750_k-2.500_p-0.02250,-0.00100156317602,-0.00100156317598,3.81916720471e-14,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_01cdda5ee8cc181b67af17c7,calibration_subject_001__nonlinear_stiffness_strong,calibration_subject_001,nonlinear_stiffness_strong,MISMATCH,hip,POSITIVE,5,LOWER_BOUNDARY,asym_h-5.000_k-2.250_p-0.02250,asym_h-3.750_k-2.250_p-0.02250,asym_h-4.750_k-2.250_p-0.02250;asym_h-4.500_k-2.250_p-0.02250;asym_h-4.250_k-2.250_p-0.02250;asym_h-4.000_k-2.250_p-0.02250,0.00215312572763,0.00375618975714,0.00160306402951,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_01d31115f551745f9b8d7e0a,calibration_subject_001__matched_linear,calibration_subject_001,matched_linear,MATCHED,phase,POSITIVE,5,UPPER_BOUNDARY,asym_h-1.250_k+0.250_p+0.01750,asym_h-1.250_k+0.250_p+0.03000,asym_h-1.250_k+0.250_p+0.02000;asym_h-1.250_k+0.250_p+0.02250;asym_h-1.250_k+0.250_p+0.02500;asym_h-1.250_k+0.250_p+0.02750,-0.000134743397303,-0.000134743397309,5.77315972805e-15,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_01d38db43675fb4d2a853539,calibration_subject_004__nonlinear_stiffness_strong,calibration_subject_004,nonlinear_stiffness_strong,MISMATCH,knee,NEGATIVE,5,UPPER_BOUNDARY,asym_h-2.750_k+2.000_p-0.01500,asym_h-2.750_k+0.750_p-0.01500,asym_h-2.750_k+1.750_p-0.01500;asym_h-2.750_k+1.500_p-0.01500;asym_h-2.750_k+1.250_p-0.01500;asym_h-2.750_k+1.000_p-0.01500,-0.00536260186401,-0.00951371624334,0.00415111437933,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_01d721352ec2cc4dc53bb5cb,calibration_subject_005__hip_knee_coupling_strong,calibration_subject_005,hip_knee_coupling_strong,MISMATCH,hip,NEGATIVE,5,UPPER_BOUNDARY,asym_h+2.000_k+2.000_p+0.01250,asym_h+0.750_k+2.000_p+0.01250,asym_h+1.750_k+2.000_p+0.01250;asym_h+1.500_k+2.000_p+0.01250;asym_h+1.250_k+2.000_p+0.01250;asym_h+1.000_k+2.000_p+0.01250,0.00142528424029,0.00198651874175,0.000561234501461,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_01d76db26ffa0139ab33c224,calibration_subject_006__combined_strong,calibration_subject_006,combined_strong,MISMATCH,knee,NEGATIVE,5,UPPER_BOUNDARY,asym_h+0.750_k+2.000_p+0.00000,asym_h+0.750_k+0.750_p+0.00000,asym_h+0.750_k+1.750_p+0.00000;asym_h+0.750_k+1.500_p+0.00000;asym_h+0.750_k+1.250_p+0.00000;asym_h+0.750_k+1.000_p+0.00000,-0.00611384221836,-0.0150186759017,0.00890483368329,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_01dab5de9034bd50281c3193,calibration_subject_004__matched_linear,calibration_subject_004,matched_linear,MATCHED,knee,NEGATIVE,5,UPPER_BOUNDARY,asym_h+1.000_k+2.000_p+0.00000,asym_h+1.000_k+0.750_p+0.00000,asym_h+1.000_k+1.750_p+0.00000;asym_h+1.000_k+1.500_p+0.00000;asym_h+1.000_k+1.250_p+0.00000;asym_h+1.000_k+1.000_p+0.00000,-0.00589339949773,-0.00589339949773,6.66133814775e-16,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_01e020411ce5c6a57419dfb2,calibration_subject_002__hip_knee_coupling_strong,calibration_subject_002,hip_knee_coupling_strong,MISMATCH,phase,NEGATIVE,5,LOWER_BOUNDARY,asym_h-1.000_k-2.250_p-0.01750,asym_h-1.000_k-2.250_p-0.03000,asym_h-1.000_k-2.250_p-0.02000;asym_h-1.000_k-2.250_p-0.02250;asym_h-1.000_k-2.250_p-0.02500;asym_h-1.000_k-2.250_p-0.02750,9.44629628062e-05,0.000101277923806,6.8149609993e-06,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_01f8fac3186f9dfbfeb99541,calibration_subject_005__matched_linear,calibration_subject_005,matched_linear,MATCHED,phase,POSITIVE,5,LOWER_BOUNDARY,asym_h+1.750_k-1.750_p-0.03000,asym_h+1.750_k-1.750_p-0.01750,asym_h+1.750_k-1.750_p-0.02750;asym_h+1.750_k-1.750_p-0.02500;asym_h+1.750_k-1.750_p-0.02250;asym_h+1.750_k-1.750_p-0.02000,-0.000104554727506,-0.000104554727507,1.22124532709e-15,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_0201528969d5c715a6878f0f,calibration_subject_001__nonlinear_stiffness_strong,calibration_subject_001,nonlinear_stiffness_strong,MISMATCH,hip,POSITIVE,5,UPPER_BOUNDARY,asym_h+0.750_k-3.500_p+0.01750,asym_h+2.000_k-3.500_p+0.01750,asym_h+1.000_k-3.500_p+0.01750;asym_h+1.250_k-3.500_p+0.01750;asym_h+1.500_k-3.500_p+0.01750;asym_h+1.750_k-3.500_p+0.01750,0.00227396570544,0.00446759702099,0.00219363131555,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_0204c30d51dfb17bf9ec617e,calibration_subject_002__hip_knee_coupling_strong,calibration_subject_002,hip_knee_coupling_strong,MISMATCH,knee,POSITIVE,5,LOWER_BOUNDARY,asym_h-0.750_k-5.000_p-0.01500,asym_h-0.750_k-3.750_p-0.01500,asym_h-0.750_k-4.750_p-0.01500;asym_h-0.750_k-4.500_p-0.01500;asym_h-0.750_k-4.250_p-0.01500;asym_h-0.750_k-4.000_p-0.01500,0.00592256110024,0.00624422727657,0.000321666176334,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_02100b47985694a408d7816c,calibration_subject_002__matched_linear,calibration_subject_002,matched_linear,MATCHED,phase,NEGATIVE,5,UPPER_BOUNDARY,asym_h-4.250_k-4.500_p+0.03000,asym_h-4.250_k-4.500_p+0.01750,asym_h-4.250_k-4.500_p+0.02750;asym_h-4.250_k-4.500_p+0.02500;asym_h-4.250_k-4.500_p+0.02250;asym_h-4.250_k-4.500_p+0.02000,8.01185157108e-05,8.01185157112e-05,4.4408920985e-16,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_0211e68b54a2ec93dc074969,calibration_subject_001__nonlinear_stiffness_strong,calibration_subject_001,nonlinear_stiffness_strong,MISMATCH,knee,POSITIVE,5,LOWER_BOUNDARY,asym_h+1.500_k-5.000_p+0.00250,asym_h+1.500_k-3.750_p+0.00250,asym_h+1.500_k-4.750_p+0.00250;asym_h+1.500_k-4.500_p+0.00250;asym_h+1.500_k-4.250_p+0.00250;asym_h+1.500_k-4.000_p+0.00250,0.00510812081821,0.00831049123918,0.00320237042097,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_0220a9d51c7c3a2c37214318,calibration_subject_003__matched_linear,calibration_subject_003,matched_linear,MATCHED,phase,POSITIVE,5,LOWER_BOUNDARY,asym_h-2.750_k+1.250_p-0.03000,asym_h-2.750_k+1.250_p-0.01750,asym_h-2.750_k+1.250_p-0.02750;asym_h-2.750_k+1.250_p-0.02500;asym_h-2.750_k+1.250_p-0.02250;asym_h-2.750_k+1.250_p-0.02000,-0.000122925865546,-0.000122925865547,2.22044604925e-16,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_022cdf52620ac1b36d79da9e,calibration_subject_006__matched_linear,calibration_subject_006,matched_linear,MATCHED,phase,POSITIVE,5,UPPER_BOUNDARY,asym_h-5.000_k+1.000_p+0.01750,asym_h-5.000_k+1.000_p+0.03000,asym_h-5.000_k+1.000_p+0.02000;asym_h-5.000_k+1.000_p+0.02250;asym_h-5.000_k+1.000_p+0.02500;asym_h-5.000_k+1.000_p+0.02750,-6.49792645202e-05,-6.49792644452e-05,7.50510764647e-14,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_02342adf1b198626e93162c8,calibration_subject_006__combined_strong,calibration_subject_006,combined_strong,MISMATCH,hip,NEGATIVE,5,UPPER_BOUNDARY,asym_h+2.000_k-3.000_p+0.03000,asym_h+0.750_k-3.000_p+0.03000,asym_h+1.750_k-3.000_p+0.03000;asym_h+1.500_k-3.000_p+0.03000;asym_h+1.250_k-3.000_p+0.03000;asym_h+1.000_k-3.000_p+0.03000,-0.0013775969181,-0.00276373829458,0.00138614137647,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_023798d15fec8f13a7919785,calibration_subject_003__matched_linear,calibration_subject_003,matched_linear,MATCHED,hip,POSITIVE,5,UPPER_BOUNDARY,asym_h+0.750_k+0.750_p-0.02250,asym_h+2.000_k+0.750_p-0.02250,asym_h+1.000_k+0.750_p-0.02250;asym_h+1.250_k+0.750_p-0.02250;asym_h+1.500_k+0.750_p-0.02250;asym_h+1.750_k+0.750_p-0.02250,-0.000686699294911,-0.000686699294911,0,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_023df081600a54ce46eb33e7,calibration_subject_002__matched_linear,calibration_subject_002,matched_linear,MATCHED,hip,POSITIVE,5,UPPER_BOUNDARY,asym_h+0.750_k-3.000_p-0.00250,asym_h+2.000_k-3.000_p-0.00250,asym_h+1.000_k-3.000_p-0.00250;asym_h+1.250_k-3.000_p-0.00250;asym_h+1.500_k-3.000_p-0.00250;asym_h+1.750_k-3.000_p-0.00250,-0.00237697215507,-0.00237697215507,2.22044604925e-16,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_0249bbc0b2a48d81fbccec45,calibration_subject_003__combined_strong,calibration_subject_003,combined_strong,MISMATCH,knee,NEGATIVE,5,UPPER_BOUNDARY,asym_h-4.250_k+2.000_p+0.01000,asym_h-4.250_k+0.750_p+0.01000,asym_h-4.250_k+1.750_p+0.01000;asym_h-4.250_k+1.500_p+0.01000;asym_h-4.250_k+1.250_p+0.01000;asym_h-4.250_k+1.000_p+0.01000,-0.00549565842005,-0.00962364910162,0.00412799068157,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_024e1c0be14aeecd9427b393,calibration_subject_003__matched_linear,calibration_subject_003,matched_linear,MATCHED,knee,POSITIVE,5,UPPER_BOUNDARY,asym_h-2.000_k+0.750_p+0.01500,asym_h-2.000_k+2.000_p+0.01500,asym_h-2.000_k+1.000_p+0.01500;asym_h-2.000_k+1.250_p+0.01500;asym_h-2.000_k+1.500_p+0.01500;asym_h-2.000_k+1.750_p+0.01500,0.00591657307984,0.00591657307984,2.22044604925e-16,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_025dad81e49dbdd1828cac1f,calibration_subject_003__combined_strong,calibration_subject_003,combined_strong,MISMATCH,phase,NEGATIVE,5,LOWER_BOUNDARY,asym_h+1.750_k-2.500_p-0.01750,asym_h+1.750_k-2.500_p-0.03000,asym_h+1.750_k-2.500_p-0.02000;asym_h+1.750_k-2.500_p-0.02250;asym_h+1.750_k-2.500_p-0.02500;asym_h+1.750_k-2.500_p-0.02750,0.000101893757406,8.12864817257e-05,2.06072756801e-05,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_027f05f21c672207a2f28489,calibration_subject_003__matched_linear,calibration_subject_003,matched_linear,MATCHED,phase,NEGATIVE,5,UPPER_BOUNDARY,asym_h-0.500_k+1.500_p+0.03000,asym_h-0.500_k+1.500_p+0.01750,asym_h-0.500_k+1.500_p+0.02750;asym_h-0.500_k+1.500_p+0.02500;asym_h-0.500_k+1.500_p+0.02250;asym_h-0.500_k+1.500_p+0.02000,0.000134261371158,0.000134261371158,0,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_027f13d0e6022dd11bc16e2d,calibration_subject_005__matched_linear,calibration_subject_005,matched_linear,MATCHED,hip,NEGATIVE,5,UPPER_BOUNDARY,asym_h+2.000_k-1.250_p+0.00500,asym_h+0.750_k-1.250_p+0.00500,asym_h+1.750_k-1.250_p+0.00500;asym_h+1.500_k-1.250_p+0.00500;asym_h+1.250_k-1.250_p+0.00500;asym_h+1.000_k-1.250_p+0.00500,0.00161394212184,0.00161394212184,5.55111512313e-16,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_028337d4b5d11e009a3538a5,calibration_subject_003__combined_strong,calibration_subject_003,combined_strong,MISMATCH,hip,NEGATIVE,5,LOWER_BOUNDARY,asym_h-3.750_k+1.000_p+0.01500,asym_h-5.000_k+1.000_p+0.01500,asym_h-4.000_k+1.000_p+0.01500;asym_h-4.250_k+1.000_p+0.01500;asym_h-4.500_k+1.000_p+0.01500;asym_h-4.750_k+1.000_p+0.01500,-0.00107499216859,-0.00240019812787,0.00132520595928,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_02880c31981bfe3ed0c62a64,calibration_subject_005__matched_linear,calibration_subject_005,matched_linear,MATCHED,knee,POSITIVE,5,LOWER_BOUNDARY,asym_h-1.250_k-5.000_p+0.00000,asym_h-1.250_k-3.750_p+0.00000,asym_h-1.250_k-4.750_p+0.00000;asym_h-1.250_k-4.500_p+0.00000;asym_h-1.250_k-4.250_p+0.00000;asym_h-1.250_k-4.000_p+0.00000,0.0059376926076,0.0059376926076,9.99200722163e-16,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_02916aecef26d5909cfa8b24,calibration_subject_002__matched_linear,calibration_subject_002,matched_linear,MATCHED,phase,NEGATIVE,5,LOWER_BOUNDARY,asym_h-4.750_k-1.500_p-0.01750,asym_h-4.750_k-1.500_p-0.03000,asym_h-4.750_k-1.500_p-0.02000;asym_h-4.750_k-1.500_p-0.02250;asym_h-4.750_k-1.500_p-0.02500;asym_h-4.750_k-1.500_p-0.02750,8.36588046358e-05,8.36588046358e-05,0,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_02a01e95c94984ccfeceb01a,calibration_subject_004__nonlinear_stiffness_strong,calibration_subject_004,nonlinear_stiffness_strong,MISMATCH,hip,NEGATIVE,5,UPPER_BOUNDARY,asym_h+2.000_k-3.250_p+0.00250,asym_h+0.750_k-3.250_p+0.00250,asym_h+1.750_k-3.250_p+0.00250;asym_h+1.500_k-3.250_p+0.00250;asym_h+1.250_k-3.250_p+0.00250;asym_h+1.000_k-3.250_p+0.00250,0.000218342837279,-0.00243978338821,0.00265812622549,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_02aa520302916457a8d78f30,calibration_subject_004__matched_linear,calibration_subject_004,matched_linear,MATCHED,phase,POSITIVE,5,LOWER_BOUNDARY,asym_h-0.250_k-1.500_p-0.03000,asym_h-0.250_k-1.500_p-0.01750,asym_h-0.250_k-1.500_p-0.02750;asym_h-0.250_k-1.500_p-0.02500;asym_h-0.250_k-1.500_p-0.02250;asym_h-0.250_k-1.500_p-0.02000,-7.40859242816e-05,-7.40859242823e-05,6.66133814775e-16,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_02bebfbf65f0e6305da753de,calibration_subject_003__combined_strong,calibration_subject_003,combined_strong,MISMATCH,knee,POSITIVE,5,LOWER_BOUNDARY,asym_h+0.750_k-5.000_p+0.01250,asym_h+0.750_k-3.750_p+0.01250,asym_h+0.750_k-4.750_p+0.01250;asym_h+0.750_k-4.500_p+0.01250;asym_h+0.750_k-4.250_p+0.01250;asym_h+0.750_k-4.000_p+0.01250,0.00525436273338,0.008262382112,0.00300801937861,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_02dca5deafccfc9c3833a8a6,calibration_subject_004__nonlinear_stiffness_strong,calibration_subject_004,nonlinear_stiffness_strong,MISMATCH,phase,POSITIVE,5,LOWER_BOUNDARY,asym_h+0.500_k-4.500_p-0.03000,asym_h+0.500_k-4.500_p-0.01750,asym_h+0.500_k-4.500_p-0.02750;asym_h+0.500_k-4.500_p-0.02500;asym_h+0.500_k-4.500_p-0.02250;asym_h+0.500_k-4.500_p-0.02000,-7.76031045898e-05,-1.99006901097e-05,5.77024144801e-05,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_02de0fc147fe6da1213227e0,calibration_subject_003__matched_linear,calibration_subject_003,matched_linear,MATCHED,knee,NEGATIVE,5,LOWER_BOUNDARY,asym_h-1.250_k-3.750_p+0.01250,asym_h-1.250_k-5.000_p+0.01250,asym_h-1.250_k-4.000_p+0.01250;asym_h-1.250_k-4.250_p+0.01250;asym_h-1.250_k-4.500_p+0.01250;asym_h-1.250_k-4.750_p+0.01250,-0.00565589880827,-0.00565589880827,1.11022302463e-16,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_02eb89bdda8e22a013f62bc5,calibration_subject_006__combined_strong,calibration_subject_006,combined_strong,MISMATCH,hip,POSITIVE,5,LOWER_BOUNDARY,asym_h-5.000_k+1.000_p+0.01250,asym_h-3.750_k+1.000_p+0.01250,asym_h-4.750_k+1.000_p+0.01250;asym_h-4.500_k+1.000_p+0.01250;asym_h-4.250_k+1.000_p+0.01250;asym_h-4.000_k+1.000_p+0.01250,0.00109273085285,0.00155047382223,0.000457742969381,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_02f58a1b01086965c91ef184,calibration_subject_002__matched_linear,calibration_subject_002,matched_linear,MATCHED,knee,NEGATIVE,5,LOWER_BOUNDARY,asym_h+1.500_k-3.750_p-0.00750,asym_h+1.500_k-5.000_p-0.00750,asym_h+1.500_k-4.000_p-0.00750;asym_h+1.500_k-4.250_p-0.00750;asym_h+1.500_k-4.500_p-0.00750;asym_h+1.500_k-4.750_p-0.00750,-0.0058077428793,-0.0058077428793,2.22044604925e-16,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_02f6c65f14f77d89a70e8557,calibration_subject_002__hip_knee_coupling_strong,calibration_subject_002,hip_knee_coupling_strong,MISMATCH,hip,NEGATIVE,5,LOWER_BOUNDARY,asym_h-3.750_k+0.250_p-0.02000,asym_h-5.000_k+0.250_p-0.02000,asym_h-4.000_k+0.250_p-0.02000;asym_h-4.250_k+0.250_p-0.02000;asym_h-4.500_k+0.250_p-0.02000;asym_h-4.750_k+0.250_p-0.02000,0.0024087326312,0.00281900193265,0.000410269301449,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_030e9b6bcdb7c05ee565a3a8,calibration_subject_006__matched_linear,calibration_subject_006,matched_linear,MATCHED,phase,POSITIVE,5,LOWER_BOUNDARY,asym_h-4.000_k-1.500_p-0.03000,asym_h-4.000_k-1.500_p-0.01750,asym_h-4.000_k-1.500_p-0.02750;asym_h-4.000_k-1.500_p-0.02500;asym_h-4.000_k-1.500_p-0.02250;asym_h-4.000_k-1.500_p-0.02000,-0.000188448142079,-0.000188448142008,7.07212066686e-14,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_03101652e7fd5161c9434aae,calibration_subject_006__matched_linear,calibration_subject_006,matched_linear,MATCHED,knee,POSITIVE,5,LOWER_BOUNDARY,asym_h-4.000_k-5.000_p-0.02000,asym_h-4.000_k-3.750_p-0.02000,asym_h-4.000_k-4.750_p-0.02000;asym_h-4.000_k-4.500_p-0.02000;asym_h-4.000_k-4.250_p-0.02000;asym_h-4.000_k-4.000_p-0.02000,0.00807207223609,0.00807207223602,7.13873404834e-14,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_03134ba4df02fde5f10d8a57,calibration_subject_005__hip_knee_coupling_strong,calibration_subject_005,hip_knee_coupling_strong,MISMATCH,phase,NEGATIVE,5,LOWER_BOUNDARY,asym_h+0.250_k+0.250_p-0.01750,asym_h+0.250_k+0.250_p-0.03000,asym_h+0.250_k+0.250_p-0.02000;asym_h+0.250_k+0.250_p-0.02250;asym_h+0.250_k+0.250_p-0.02500;asym_h+0.250_k+0.250_p-0.02750,0.000129398838065,0.000162845198463,3.34463603977e-05,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_0314dd524f436149f749c6ce,calibration_subject_003__combined_strong,calibration_subject_003,combined_strong,MISMATCH,phase,POSITIVE,5,LOWER_BOUNDARY,asym_h-1.750_k+1.000_p-0.03000,asym_h-1.750_k+1.000_p-0.01750,asym_h-1.750_k+1.000_p-0.02750;asym_h-1.750_k+1.000_p-0.02500;asym_h-1.750_k+1.000_p-0.02250;asym_h-1.750_k+1.000_p-0.02000,-0.000118510279782,-0.00012614114941,7.63086962863e-06,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_031d6fcf173d6f0eb088b601,calibration_subject_003__combined_strong,calibration_subject_003,combined_strong,MISMATCH,hip,POSITIVE,5,LOWER_BOUNDARY,asym_h-5.000_k-4.000_p+0.02500,asym_h-3.750_k-4.000_p+0.02500,asym_h-4.750_k-4.000_p+0.02500;asym_h-4.500_k-4.000_p+0.02500;asym_h-4.250_k-4.000_p+0.02500;asym_h-4.000_k-4.000_p+0.02500,0.00112892309848,0.00263071392496,0.00150179082648,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_0325e0daeb00e5709db0df4b,calibration_subject_002__matched_linear,calibration_subject_002,matched_linear,MATCHED,knee,NEGATIVE,5,UPPER_BOUNDARY,asym_h+0.000_k+2.000_p-0.02500,asym_h+0.000_k+0.750_p-0.02500,asym_h+0.000_k+1.750_p-0.02500;asym_h+0.000_k+1.500_p-0.02500;asym_h+0.000_k+1.250_p-0.02500;asym_h+0.000_k+1.000_p-0.02500,-0.00610695148067,-0.00610695148067,4.4408920985e-16,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
dbv_bundle_0326ee1ee38776ba2be5d0c0,calibration_subject_006__matched_linear,calibration_subject_006,matched_linear,MATCHED,hip,POSITIVE,5,LOWER_BOUNDARY,asym_h-5.000_k+0.750_p-0.02000,asym_h-3.750_k+0.750_p-0.02000,asym_h-4.750_k+0.750_p-0.02000;asym_h-4.500_k+0.750_p-0.02000;asym_h-4.250_k+0.750_p-0.02000;asym_h-4.000_k+0.750_p-0.02000,-0.00168855158573,-0.00168855158568,5.28466159722e-14,e_deltaJ_5,DIRECT_START_TO_ENDPOINT_DIFFERENCE,False,False,False,True,False,False,False,False,INDEPENDENT_CALIBRATION_DECISION_ERROR_ONLY
