subject_id,direction,reference_candidate_id,neighbor_candidate_id,signed_beta_step,reference_j,neighbor_j,delta_j_neighbor_minus_reference,finite_difference_dj_dbeta,delta_sign,neighbor_is_descent
MYOLEG_VP_029,beta_flex_negative,MYOLEG_V3_K0312,MYOLEG_V3_K0287,-0.0025,1.0000000000000002,1.0002084446692634,0.00020844466926317473,-0.08337786770526989,1,False
MYOLEG_VP_029,beta_flex_positive,MYOLEG_V3_K0312,MYOLEG_V3_K0337,0.0025,1.0000000000000002,0.9998121798251408,-0.00018782017485940994,-0.07512806994376398,-1,True
MYOLEG_VP_029,beta_extend_negative,MYOLEG_V3_K0312,MYOLEG_V3_K0311,-0.0025,1.0000000000000002,0.9997536879917363,-0.00024631200826397137,0.09852480330558855,-1,True
MYOLEG_VP_029,beta_extend_positive,MYOLEG_V3_K0312,MYOLEG_V3_K0313,0.0025,1.0000000000000002,1.0002656512507158,0.0002656512507155373,0.10626050028621492,1,False
MYOLEG_VP_030,beta_flex_negative,MYOLEG_V3_K0312,MYOLEG_V3_K0287,-0.0025,1.0,1.000223662274579,0.00022366227457903953,-0.08946490983161581,1,False
MYOLEG_VP_030,beta_flex_positive,MYOLEG_V3_K0312,MYOLEG_V3_K0337,0.0025,1.0,0.9997973079481894,-0.00020269205181056016,-0.08107682072422406,-1,True
MYOLEG_VP_030,beta_extend_negative,MYOLEG_V3_K0312,MYOLEG_V3_K0311,-0.0025,1.0,0.9997420809598111,-0.0002579190401889031,0.10316761607556124,-1,True
MYOLEG_VP_030,beta_extend_positive,MYOLEG_V3_K0312,MYOLEG_V3_K0313,0.0025,1.0,1.0002776480146645,0.00027764801466445554,0.11105920586578222,1,False
MYOLEG_VP_031,beta_flex_negative,MYOLEG_V3_K0312,MYOLEG_V3_K0287,-0.0025,0.9999999999999997,1.0002101759068374,0.00021017590683769516,-0.08407036273507806,1,False
MYOLEG_VP_031,beta_flex_positive,MYOLEG_V3_K0312,MYOLEG_V3_K0337,0.0025,0.9999999999999997,0.9998107480092708,-0.0001892519907288337,-0.07570079629153348,-1,True
MYOLEG_VP_031,beta_extend_negative,MYOLEG_V3_K0312,MYOLEG_V3_K0311,-0.0025,0.9999999999999997,0.9997529556866179,-0.00024704431338173904,0.09881772535269562,-1,True
MYOLEG_VP_031,beta_extend_positive,MYOLEG_V3_K0312,MYOLEG_V3_K0313,0.0025,0.9999999999999997,1.0002666786808325,0.00026667868083285473,0.10667147233314189,1,False
