rom_protocol_version,theta_shank_definition,q_hip_rad,q_knee_rad,theta_shank_rad,q_hip_deg,q_knee_deg,x_knee,z_knee,x_pull,z_pull,reachable,near_singular,jacobian_determinant,jacobian_condition_number,jacobian_near_singular,jacobian_mapping_valid
ROM_PROTOCOL_V2,q_hip - q_knee,0.0,0.3665191429188092,-0.3665191429188092,0.0,21.0,0.42,0.0,0.7000741279491605,-0.10751038486359007,False,False,0.045154361642707835,13.026335794885943,False,True
ROM_PROTOCOL_V2,q_hip - q_knee,0.0,0.3839724354387525,-0.3839724354387525,0.0,22.0,0.42,0.0,0.6981551563700362,-0.11238197802477361,False,False,0.047200430770404915,12.420439805467653,False,True
ROM_PROTOCOL_V2,q_hip - q_knee,0.0,0.4014257279586958,-0.4014257279586958,0.0,23.0,0.42,0.0,0.696151456035732,-0.11721933854678213,False,False,0.0492321221896485,11.866610724587053,False,True
ROM_PROTOCOL_V2,q_hip - q_knee,0.0,0.4188790204786391,-0.4188790204786391,0.0,24.0,0.42,0.0,0.6940636372927802,-0.12202099292274006,False,False,0.05124881702755081,11.358339372258895,False,True
ROM_PROTOCOL_V2,q_hip - q_knee,0.0,0.4363323129985824,-0.4363323129985824,0.0,25.0,0.42,0.0,0.691892336110995,-0.12678547852220984,False,False,0.053249900979328135,10.89015800109791,False,True
ROM_PROTOCOL_V2,q_hip - q_knee,0.0,0.4537856055185257,-0.4537856055185257,0.0,26.0,0.42,0.0,0.6896382138897501,-0.13151134403672324,False,False,0.05523476449542378,10.457440020644968,False,True
ROM_PROTOCOL_V2,q_hip - q_knee,0.0,0.47123889803846897,-0.47123889803846897,0.0,27.0,0.42,0.0,0.6873019572565103,-0.13619714992186405,False,False,0.0572028029671829,10.056244227390852,False,True
ROM_PROTOCOL_V2,q_hip - q_knee,0.0,0.4886921905584123,-0.4886921905584123,0.0,28.0,0.42,0.0,0.684884277857678,-0.14084146883576723,False,False,0.05915341691102222,9.683192414073275,False,True
ROM_PROTOCOL_V2,q_hip - q_knee,0.0,0.5061454830783556,-0.5061454830783556,0.0,29.0,0.42,0.0,0.6823859121418188,-0.1454428860739011,False,False,0.06108601215103849,9.335372301180769,False,True
ROM_PROTOCOL_V2,q_hip - q_knee,0.0,0.5235987755982988,-0.5235987755982988,0.0,30.0,0.42,0.0,0.6798076211353317,-0.14999999999999997,False,False,0.06300000000000001,9.010259882148947,False,True
ROM_PROTOCOL_V2,q_hip - q_knee,0.0,0.5410520681182421,-0.5410520681182421,0.0,31.0,0.42,0.0,0.6771501902106336,-0.15451142247301625,False,False,0.0648947974386668,8.705656798511683,False,True
